Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,2900,0.00,0,0,0.00,1600
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,260,0.00,0,0,0.00,140
google android application development,1600,0.00,0,0,0.00,390
deal or no deal interactive,720,0.00,0,0,0.00,260
stock photographers,2900,0.00,0,0,0.00,1600
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,880,0.00,0,0,0.00,480
google android apps development,390,0.00,0,0,0.00,140
mobile sim card uk,1000,0.00,0,0,0.00,140
sim card for uk,18100,0.73,1,6.86,5.02,2400
play no deal or deal,27100,0.00,0,0,0.00,9900
realtime tracking device,1600,0.00,0,0,0.00,1000
small company websites,1900,0.00,0,0,0.00,1300
team building activities uk,260,0.00,0,0,0.00,22
pay as you go sim uk,2400,0.00,0,0,0.00,170
the glaze book,1300,0.00,0,0,0.00,390
training in sql,74000,0.00,0,0,0.00,27100
android application development tools,2900,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,140
buy uk sim card,880,0.00,0,0,0.00,170
c5650 toner,1600,0.00,0,0,0.00,73
database driven web page,2400,0.00,0,0,0.00,880
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1600
microsoft access 2010 training,1300,0.41,1,10.28,4.21,590
3g broadband router,6600,0.00,0,0,0.00,1000
sim card in uk,18100,0.00,0,0,0.00,2400
cheap ink cartridges brother,480,0.00,0,0,0.00,210
google android app development,590,0.00,0,0,0.00,260
stock photography books,480,0.00,0,0,0.00,210
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,4400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1000
international mobile broadband pay as you go,36,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,320,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,0.15,1,6.27,0.95,2400
pay as go sim,74000,0.00,0,0,0.00,4400
solar power and home,90500,0.00,0,0,0.00,49500
developing mobile application,8100,0.00,0,0,0.00,1900
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,12100
notebook laptops,9140000,2.09,1,86.33,180.05,1500000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2240000
laptop or notebook,7480000,0.00,0,0,0.00,1500000
laptop and notebook,7480000,0.00,0,0,0.00,1500000
is a notebook a laptop,7480000,0.00,0,0,0.00,1500000
tv or lcd,5000000,0.00,0,0,0.00,823000
dress prom dress,3350000,0.00,0,0,0.00,2240000
digital cameras digital cameras,3350000,0.00,0,0,0.00,1000000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1000000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,49500
canon powershot,2240000,0.38,1,130.91,49.12,550000
canon canon powershot,2240000,0.00,0,0,0.00,550000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1500000,0.00,0,0,0.00,550000
best phones,1830000,1.54,1,60.52,92.94,823000
kinect for xbox,1220000,0.33,1,11.99,4.01,368000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,550000
canon pixma,1830000,6.18,1,116.12,717.44,246000
panasonic dmc,1500000,0.37,1,18.28,6.72,201000
tv 32 in,1500000,0.00,0,0,0.00,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.81,1,194.31,156.93,450000
lumix dmc,1500000,0.62,1,9.91,6.19,165000
ixus i,1220000,0.00,0,0,0.00,33100
ink for cartridges,1220000,0.00,0,0,0.00,550000
ink cartridges for,1220000,0.00,0,0,0.00,550000
ink cartridges,1220000,3.60,1,802.24,"2,888.03",550000
hidden object,1500000,0.80,1,277.37,222.50,450000
cartridge and ink,1220000,0.00,0,0,0.00,550000
ink for cartridge,1220000,0.00,0,0,0.00,550000
ink & cartridge,1220000,0.00,0,0,0.00,550000
dr martens,1500000,0.36,1,481.66,175.05,368000
camcorders with camera,1220000,0.00,0,0,0.00,550000
camera and camcorders,1220000,0.00,0,0,0.00,550000
ink for print,1220000,0.00,0,0,0.00,550000
and mens clothing,1220000,0.00,0,0,0.00,550000
samsung phones,1220000,1.96,1,804.38,"1,579.70",301000
fujifilm finepix,1220000,0.20,1,11.26,2.27,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,450000
canon lens lens,1220000,0.00,0,0,0.00,450000
hdmi cable hdmi,1220000,0.00,0,0,0.00,450000
a movie camera,1000000,0.00,0,0,0.00,450000
the movie camera,1000000,0.00,0,0,0.00,450000
toner and cartridges,1000000,0.00,0,0,0.00,450000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.72,1,392.67,283.90,301000
dmc panasonic lumix,1000000,0.00,0,0,0.00,135000
the nikon d90,1000000,0.00,0,0,0.00,135000
clothing for cheap,1000000,0.00,0,0,0.00,550000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,2.14,1,17.46,37.44,201000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,823000,0.00,0,0,0.00,368000
canon is cameras,1000000,30.22,1,18.03,544.96,368000
canon cameras,1000000,1.64,1,4112.29,"6,759.64",368000
photos stock,823000,2.15,1,209.08,449.69,368000
nikon camera,1000000,2.29,1,196.62,449.37,368000
phones and prices,1000000,0.00,0,0,0.00,49500
dvd to dvd recorder,823000,0.00,0,0,0.00,201000
toner print cartridge,823000,0.00,0,0,0.00,368000
hdmi to hdmi cables,823000,0.39,1,54.28,21.09,368000
blu ray players,823000,0.41,1,104.95,43.37,368000
bluray players,823000,0.15,1,3.84,0.58,368000
lcd and hd,673000,0.00,0,0,0.00,165000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,1000000,0.00,0,0,0.00,135000
led tv by samsung,1000000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.60,1,26.3,15.69,368000
notebook samsung,1000000,0.00,0,0,0.00,74000
powershot sx,673000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,0.00,0,0,0.00,368000
the best laptops,823000,1.52,1,51.52,78.56,450000
shoes wedding,823000,0.53,1,31.72,16.86,368000
dresses maxi,823000,0.72,1,71.18,51.42,246000
laptop battery for,823000,0.00,0,0,0.00,301000
detector metal metal detector,823000,0.00,0,0,0.00,301000
phone pay as,823000,0.00,0,0,0.00,368000
watches for mens,673000,0.00,0,0,0.00,368000
kinect on xbox 360,673000,0.00,0,0,0.00,165000
kinect for xbox 360,673000,0.99,1,40.87,40.42,165000
security and camera,673000,0.00,0,0,0.00,450000
camera for security,673000,0.00,0,0,0.00,450000
lcd monitors,550000,1.03,1,39.09,40.19,165000
duvet and duvet covers,673000,0.00,0,0,0.00,368000
jon bon jovi dead,40500,0.00,0,0,0.00,27100
kardashian christmas card,27100,0.00,0,0,0.00,22200
49ers,1830000,0.00,0,0,0.00,1220000
steelers,1830000,0.00,0,0,0.00,1500000
dark knight rises trailer,301000,0.00,0,0,0.00,165000
san francisco 49ers,301000,0.00,0,0,0.00,246000
ben roethlisberger,165000,0.00,0,0,0.00,135000
pittsburgh steelers,450000,0.00,0,0,0.00,368000
snooki,1830000,0.00,0,0,0.00,1000000
clippers,2240000,0.50,1,16.03,8.09,1000000
49ers news,27100,0.00,0,0,0.00,22200
lakers,2740000,0.50,1,49.29,24.87,1830000
james harrison,110000,0.00,0,0,0.00,90500
martial law,165000,0.00,0,0,0.00,90500
antonio brown,33100,0.00,0,0,0.00,27100
gpa calculator,673000,0.50,1,58.85,29.69,550000
johnny knox,40500,0.00,0,0,0.00,33100
yu darvish,74000,0.00,0,0,0.00,49500
kobe bryant,1500000,0.50,1,23.33,11.77,823000
lil kim,673000,0.00,0,0,0.00,368000
justin bieber,37200000,0.50,1,132.75,66.99,9140000
shakira,13600000,0.50,1,5.29,2.67,823000
eminem,13600000,0.00,0,0,0.00,4090000
netflix,30400000,0.20,1,58485.77,"11,836.58",24900000
youtube videos,30400000,0.69,1,571.91,395.60,3350000
lady gaga,20400000,2.50,1,5.61,14.04,5000000
kesha,3350000,0.00,0,0,0.00,1220000
nicki minaj,11100000,0.54,1,21.06,11.40,5000000
grooveshark,9140000,0.00,0,0,0.00,2740000
transformers 3,7480000,0.50,1,9.5,4.79,1000000
mundial 2010,246000,0.00,0,0,0.00,3600
olympics,7480000,0.58,1,323.8,187.29,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,5000000,0.00,0,0,0.00,246000
randy moss,165000,0.00,0,0,0.00,135000
miami heat,1220000,0.51,1,140.58,71.98,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,550000,0.00,0,0,0.00,90500
cricket live score,3350000,0.50,1,5.19,2.62,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,55600000,0.76,1,10690.18,"8,117.53",16600000
iphone 4,37200000,0.89,1,6932.98,"6,187.29",7480000
nokia 5530,1830000,0.00,0,0,0.00,12100
htc evo 4g,450000,1.24,1,298.84,370.64,301000
nokia n900,550000,0.20,1,4.77,0.96,27100
blackberry apps,1220000,0.58,1,23.11,13.41,246000
duracell mygrid,12100,0.00,0,0,0.00,2900
트위터,368000,0.00,0,0,0.00,14800
otterbox,1220000,13.77,1,2575.53,"35,473.14",1000000
pdanet,450000,0.50,1,38.81,19.58,246000
masterchef,2740000,0.28,1,17.51,4.83,246000
食べログ,1220000,0.00,0,0,0.00,2400
cupcakes,9140000,0.41,1,2201.26,895.10,5000000
jimmy johns,1500000,0.22,1,2683.38,592.88,1500000
как жрать суши,135000,0.00,0,0,0.00,880
dominos pizza menu,165000,1.14,1,147.47,168.46,33100
tudo gostoso receitas,40500,0.00,0,0,0.00,260
guacamole recipe,201000,0.58,1,48.96,28.56,135000
applebees menu,201000,0.28,1,49.48,13.92,201000
rachel ray,1220000,0.00,0,0,0.00,1000000
anhembi parque,8100,0.00,0,0,0.00,210
wm gucken,1000,0.00,0,0,0.00,58
world cup,13600000,0.00,0,0,0.00,2240000
bundeskanzleramt,40500,0.00,0,0,0.00,260
rio branco,550000,0.00,0,0,0.00,2900
mt everest,450000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,49500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,33100
nürburgring,673000,0.00,0,0,0.00,49500
katy perry,13600000,2.50,1,59.12,148.04,3350000
selena gomez,20400000,0.50,1,25.69,12.96,5000000
kim kardashian,13600000,0.50,1,18.61,9.39,5000000
miley cyrus,11100000,0.50,1,3.9,1.97,2240000
taylor lautner,2240000,0.00,0,0,0.00,673000
megan fox,5000000,0.00,0,0,0.00,1500000
robert pattinson,4090000,0.50,1,13.17,6.64,1000000
haiti,4090000,0.57,1,297.7,169.83,1500000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.00,0,0,0.00,4090000
earthquake,13600000,0.52,1,136.71,71.01,6120000
jörg kachelmann,22200,0.00,0,0,0.00,170
menowin fröhlich,49500,0.00,0,0,0.00,110
mobile technology,165000,0.50,1,8.96,4.52,49500
oil spill,673000,0.95,1,50.87,48.58,450000
vancouver 2010,135000,0.00,0,0,0.00,18100
apprendimento automatico,320,0.00,0,0,0.00,58
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,880,0.00,0,0,0.00,73
beijing apartments,14800,0.00,0,0,0.00,2900
comercio electrónico,135000,0.00,0,0,0.00,1000
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,260,0.00,0,0,0.00,73
energia solare,49500,0.00,0,0,0.00,170
dubai tours,60500,0.40,1,9.61,3.88,4400
hcg diet,1000000,0.68,1,18.2,12.33,823000
dr oz,2240000,0.50,1,75.32,38.01,1830000
aspergers,1830000,0.61,1,387.71,235.89,673000
mcdonalds nutrition,301000,0.22,1,99.91,21.93,246000
vitamin d deficiency,301000,0.81,1,237.01,191.36,201000
appendicitis symptoms,135000,0.50,1,15.91,8.03,90500
cholera,673000,0.50,1,12.98,6.55,135000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,73
whooping cough,301000,0.63,1,446.71,281.07,165000
donate to haiti,4400,1.73,1,7.41,12.80,2400
donate to pakistan,1000,0.00,0,0,0.00,480
text to donate,9900,1.61,1,7.54,12.17,4400
doctors without borders,201000,0.20,1,161.46,31.72,90500
download to donate,12100,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,3600,0.00,0,0,0.00,2900
donate blood australia,880,0.00,0,0,0.00,73
donate now button,1300,0.00,0,0,0.00,720
csl plasma,49500,0.50,1,4.37,2.21,49500
swine flu,201000,0.50,1,77.77,39.24,74000
wamu,246000,0.00,0,0,0.00,165000
new moon,1220000,0.50,1,4.11,2.07,368000
mininova,823000,0.00,0,0,0.00,74000
susan boyle,673000,0.20,1,4.44,0.90,165000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,368000,0.20,1,258.69,52.10,246000
myspace layouts,165000,0.00,0,0,0.00,110000
michael jackson,13600000,0.50,1,12.16,6.14,2740000
national city bank,165000,0.50,1,10.03,5.06,135000
chatroulette,20400000,0.20,1,121.9,24.61,2240000
friv,68000000,0.00,0,0,0.00,1500000
myxer,550000,0.00,0,0,0.00,550000
twitter,151000000,2.51,1,2216.16,"5,564.44",30400000
gamezer,16600000,0.00,0,0,0.00,246000
facebook,3760000000,5.00,1,707.52,"3,538.99",338000000
insurance,55600000,4.34,1,14427.72,"62,671.09",24900000
loans,20400000,9.27,1,10280.3,"95,327.35",11100000
mortgage,16600000,2.33,1,5214.86,"12,176.01",11100000
attorney,16600000,0.92,1,4232.79,"3,902.63",11100000
credit,101000000,2.55,1,1728.97,"4,405.33",37200000
lawyer,13600000,1.55,1,2421.65,"3,745.96",7480000
donate,2740000,3.44,1,683.21,"2,348.35",1220000
degree,16600000,2.81,1,255.11,717.23,9140000
hosting,11100000,8.67,1.01,1481.46,"12,846.71",2740000
claim,7480000,0.00,0,0,0.00,3350000
conference call,368000,6.03,1,620.8,"3,745.17",246000
trading,20400000,1.87,1,1330.46,"2,489.44",6120000
software,151000000,2.51,1,104.49,262.75,24900000
recovery,20400000,2.56,1,137.28,351.96,7480000
transfer,45500000,0.53,1,135.44,71.71,11100000
gas electricity,368000,0.00,0,0,0.00,165000
classes,68000000,1.08,1,94.02,101.57,24900000
rehab,5000000,1.67,1,2214.43,"3,698.45",2740000
treatment,37200000,1.13,1,161.53,183.15,16600000
cord blood,135000,15.07,1,222.53,"3,353.54",74000
domains yahoo,27100,0.00,0,0,0.00,14800
domain name yahoo,6600,0.00,0,0,0.00,3600
dc hair laser removal washington,720,0.00,0,0,0.00,480
law lemon wisconsin,1600,18.64,1,10.96,204.25,1300
hair removal washington dc,1300,0.00,0,0,0.00,720
domain registration yahoo,3600,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.00,0,0,0.00,22200
yahoo web hosting,33100,8.80,1,128.54,"1,130.65",22200
hair laser removal virginia,3600,0.00,0,0,0.00,3600
peritoneal mesothelioma,5400,7.46,1,22.57,168.35,2900
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,49500,0.00,0,0,0.00,40500
adverse credit remortgage,880,0.00,0,0,0.00,390
mesothelioma information,2400,0.50,1,13.77,6.95,1000
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,5400,0.00,0,0,0.00,4400
insurance medical temporary,1900,0.00,0,0,0.00,1300
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,8100,9.37,1,85.03,797.06,5400
angeles drug los rehab,1900,0.00,0,0,0.00,1600
personal injury solicitor,90500,0.00,0,0,0.00,49500
att go,301000,0.03,1,13.93,0.44,301000
accident car florida lawyer,2900,0.00,0,0,0.00,1900
google affiliate,49500,0.20,1,19.82,4.00,27100
at t wireless,673000,1.30,1,66.3,86.51,368000
home equity loan,165000,4.24,1,479.95,"2,036.15",135000
mcsa boot camp,320,0.00,0,0,0.00,170
anti spam appliance,1600,0.00,0,0,0.00,590
adverse remortgage,1300,0.00,0,0,0.00,590
chicago hair laser removal,2900,0.00,0,0,0.00,2400
att conference,18100,0.00,0,0,0.00,14800
at and t,277000000,9.39,1,3391.37,"31,834.18",83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1600
mesothelioma,246000,4.47,1,722.21,"3,225.40",135000
buy gift card,201000,8.96,1,68.65,615.15,165000
mesotheloma,590,0.00,0,0,0.00,320
student loan consolidation program,1000,0.00,0,0,0.00,880
california law lemon,9900,0.00,0,0,0.00,9900
event management security,8100,0.00,0,0,0.00,3600
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,0.00,0,0,0.00,2900
uk homeowner loans,590,0.00,0,0,0.00,140
vioxx lawsuit,2400,0.00,0,0,0.00,1300
compare life assurance,18100,0.00,0,0,0.00,6600
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,0.62,1,4.23,2.62,22200
federal criminal defense attorney,2400,8.19,1,19.36,158.53,2400
laser hair removal manhattan,880,0.00,0,0,0.00,720
att prepaid wireless,6600,0.00,0,0,0.00,5400
fortis health insurance temporary,110,0.00,0,0,0.00,58
miami personal injury lawyer,6600,0.00,0,0,0.00,4400
hair removal chicago,4400,0.00,0,0,0.00,3600
at and t cell phones,90500,41.45,1,10.88,450.94,74000
refinance with bad credit,27100,2.33,1,8.56,19.93,22200
malignant mesothelioma,6600,1.10,1,13.48,14.88,2900
lease management software,1600,2.52,1,22.36,56.35,880
primary pulmonary hypertension,5400,1.03,1,26.89,27.61,2900
miami personal injury attorney,5400,15.70,1,19.13,300.22,4400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,165000,10.41,1,1486.65,"15,480.79",90500
egg credit,12100,0.00,0,0,0.00,1000
anti spam exchange server,880,0.00,0,0,0.00,320
lemon law,135000,3.55,1,251.21,892.55,110000
google adsense,1220000,0.50,1,329.46,166.24,301000
best consolidation loan student,1600,0.00,0,0,0.00,1300
refinance with poor credit,3600,0.00,0,0,0.00,2900
employee leasing,14800,2.97,1,32.19,95.55,9900
student loan consolidation center,260,0.00,0,0,0.00,110
buyer mortgage note,1600,0.00,0,0,0.00,1000
federal student loan consolidation,9900,0.00,0,0,0.00,8100
symptoms of mesothelioma,8100,1.67,1,12.68,21.19,5400
city hair laser new removal york,1000,0.00,0,0,0.00,720
att wireless com,3600,0.86,1,12.2,10.54,3600
san diego dui lawyer,4400,0.00,0,0,0.00,4400
indiana law lemon,1600,0.00,0,0,0.00,1300
law lemon michigan,2400,0.00,0,0,0.00,1900
angeles criminal defense los,8100,0.00,0,0,0.00,8100
refinancing with poor credit,3600,0.00,0,0,0.00,2900
action class lawsuit vioxx,590,0.00,0,0,0.00,260
term life assurance,165000,0.00,0,0,0.00,135000
e loan,33100,0.00,0,0,0.00,18100
celebrex lawyer,1600,0.00,0,0,0.00,320
vasectomy reversal,49500,1.89,1,197.02,372.79,27100
mortgage rates refinancing,22200,0.00,0,0,0.00,18100
attorney law lemon,5400,0.00,0,0,0.00,4400
consolidate student loans,49500,0.97,1,127.99,124.37,49500
home equity loans,135000,5.20,1,74.79,388.64,110000
mesothilioma,720,0.00,0,0,0.00,390
new york personal injury lawyer,18100,0.00,0,0,0.00,12100
home equity loan rates,22200,3.80,1,123.4,468.30,18100
auto insurance quotes,201000,10.59,1,5332.42,"56,446.33",135000
georgia law lemon,2400,0.00,0,0,0.00,2400
homeowner loans,14800,0.27,1,7.6,2.06,4400
equity loan rates,22200,0.00,0,0,0.00,22200
administration lease software,590,0.73,1,7.2,5.26,320
egg credit card,12100,0.00,0,0,0.00,480
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,0.00,0,0,0.00,720
mesothelioma prognosis,3600,0.00,0,0,0.00,1900
second mortgages,49500,1.51,1,25.05,37.82,33100
auto century insurance,9900,0.00,0,0,0.00,9900
employee florida leasing,1000,0.00,0,0,0.00,880
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,201000,2.80,1,86.39,242.18,165000
personal injury attorney colorado,4400,0.00,0,0,0.00,3600
accident lawyer michigan,2900,0.00,0,0,0.00,2400
refinancing with bad credit,22200,0.98,1,17.61,17.29,14800
home equity line of credit rates,9900,0.00,0,0,0.00,8100
federal consolidation,27100,0.00,0,0,0.00,22200
non profit debt consolidation,8100,10.70,1,77.46,828.87,6600
pay per click affiliate,8100,6.52,1,19.31,125.87,3600
city hair new removal york,1600,0.00,0,0,0.00,1000
acid reflux disease diet,1000,0.20,1,4.79,0.97,720
refinance poor credit,3600,0.00,0,0,0.00,2900
equity loans,165000,1.44,1,59.68,86.15,135000
student loan consolidate,49500,0.00,0,0,0.00,49500
consolidate loans,74000,2.98,1,19.4,57.87,60500
secured loans,90500,0.86,1,22.47,19.43,40500
criminal lawyer new york,8100,0.00,0,0,0.00,6600
affiliate per click,8100,0.00,0,0,0.00,3600
chicago personal injury lawyer,9900,0.00,0,0,0.00,8100
los angeles dui lawyer,8100,2.44,1,20.41,49.70,8100
att prepaid,135000,1.74,1,79.36,137.86,110000
angeles criminal defense lawyer los,6600,0.00,0,0,0.00,6600
critical illness insurance life,4400,0.00,0,0,0.00,720
irs lawyer tax,2900,0.00,0,0,0.00,2400
laser hair removal new york,12100,13.47,1,39.46,531.38,9900
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,22200,0.00,0,0,0.00,9900
san diego dui attorney,4400,8.75,1,9.97,87.24,4400
michigan personal injury,5400,0.00,0,0,0.00,4400
automobile law lemon,5400,5.37,1,7.32,39.33,5400
cheap insurance life term,8100,3.14,1,47.71,149.95,5400
home loans refinancing,12100,2.22,1,50.54,112.11,8100
consolidate college loans,880,1.81,1,7.86,14.23,720
cheap life insurance,27100,23.51,1,319.67,"7,514.11",18100
vioxx law suit,210,0.00,0,0,0.00,110
student loan refinance,12100,0.60,1,27.23,16.22,12100
car hire alicante spain,5400,0.00,0,0,0.00,480
tax attorney,110000,4.61,1,327.11,"1,507.79",110000
refinancing my home,1900,0.00,0,0,0.00,1300
criminal dallas lawyer,6600,0.00,0,0,0.00,5400
line of credit home equity,110000,1.30,1,28.04,36.45,90500
litigation vioxx,1300,0.00,0,0,0.00,880
at and t phones,673000,0.67,1,4.48,3.02,550000
criminal defense attorney los angeles,6600,5.94,1,31.21,185.51,6600
commodity online trading,6600,0.00,0,0,0.00,1900
home equity rates,40500,2.79,1,85.15,237.72,33100
adsense,4090000,0.21,1,871.91,178.98,823000
law lemon mass,1600,0.00,0,0,0.00,1600
equity home,368000,0.91,1,34.48,31.52,301000
arizona law lemon,1600,0.00,0,0,0.00,1600
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,246000,0.00,0,0,0.00,165000
alicante car rental spain,4400,0.00,0,0,0.00,480
attorney defense federal,3600,0.00,0,0,0.00,3600
san diego criminal attorney,6600,3.53,1,11.3,39.91,6600
injury lawyer new york,22200,0.00,0,0,0.00,18100
attorney injury new personal york,18100,0.00,0,0,0.00,12100
at and t mobile,16600000,0.00,0,0,0.00,7480000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,3600,0.00,0,0,0.00,2900
home equity poor credit,2400,0.00,0,0,0.00,1900
health insurance temporary,9900,0.00,0,0,0.00,8100
compensation mesothelioma,2900,0.00,0,0,0.00,880
21st century insurance,110000,15.21,1,277.69,"4,223.70",110000
cheap insurance medical,12100,6.43,1,82.82,532.41,8100
angeles criminal lawyer los,18100,0.00,0,0,0.00,18100
low cost term life insurance,1600,24.65,1,81.08,"1,998.53",1000
home refinance loans,22200,4.60,1,5.03,23.15,14800
eloan,27100,0.34,1,11.66,3.97,14800
life insurance quote,165000,6.44,1,736.34,"4,738.56",90500
cheap life assurance,27100,0.00,0,0,0.00,14800
anti spam exchange,9900,0.00,0,0,0.00,2900
