Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
pay as you go sim card only,210,0.00,0,0,0.00,12
training for mcse,18100,0.00,0,0,0.00,6600
ink 8560,4400,0.00,0,0,0.00,2400
sim card only pay as you go,210,0.00,0,0,0.00,12
micro stock photo sites,73,0.00,0,0,0.00,36
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,880,0.00,0,0,0.00,12
cheap mobile sim card,480,0.00,0,0,0.00,110
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1300,0.00,0,0,0.00,140
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,3600,0.00,0,0,0.00,1900
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,320,1.72,1,7.46,12.81,140
google android application development,1600,0.00,0,0,0.00,480
deal or no deal interactive,720,0.00,0,0,0.00,320
stock photographers,3600,3.27,1,4.39,14.36,1900
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,1000,0.00,0,0,0.00,480
google android apps development,480,0.00,0,0,0.00,170
mobile sim card uk,1000,0.00,0,0,0.00,170
sim card for uk,18100,0.62,1,6.42,4.01,2900
play no deal or deal,27100,0.00,0,0,0.00,12100
realtime tracking device,1900,0.00,0,0,0.00,1300
small company websites,2400,0.00,0,0,0.00,1600
team building activities uk,260,0.00,0,0,0.00,36
pay as you go sim uk,2900,0.00,0,0,0.00,210
the glaze book,1600,0.00,0,0,0.00,480
training in sql,74000,2.84,1,20.05,56.89,27100
android application development tools,2400,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,0.27,1,4.3,1.18,170
c5650 toner,1900,0.00,0,0,0.00,58
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,17.21,1,10.11,174.02,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,260
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,0.00,0,0,0.00,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,3.00,1,15,45.04,2400
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,0.00,0,0,0.00,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1000000
dress prom dress,4090000,0.55,1,4.58,2.51,2240000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.40,1,67.28,26.67,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1500000,0.00,0,0,0.00,673000
best phones,1830000,1.60,1,17.27,27.67,823000
kinect for xbox,1220000,0.00,0,0,0.00,450000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.15,1,2.19,0.34,673000
canon pixma,1830000,1.89,1,61.4,115.91,246000
panasonic dmc,1500000,0.26,1,10.28,2.69,246000
tv 32 in,1830000,0.24,1,9.21,2.22,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.49,1,330.94,162.92,450000
lumix dmc,1500000,0.00,0,0,0.00,201000
ixus i,1500000,0.00,0,0,0.00,33100
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.35,1,792.98,"2,655.05",673000
hidden object,1500000,0.76,1,265.77,202.59,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1500000,0.42,1,649.51,271.96,368000
camcorders with camera,1220000,0.47,1,4.53,2.14,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,1.10,1,1838.5,"2,025.95",301000
fujifilm finepix,1220000,0.30,1,5.11,1.53,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.40,1,183.56,73.17,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1000000,1.98,1,60.07,119.05,673000
i station docking station,1220000,0.00,0,0,0.00,368000
pc notebook,1000000,0.72,1,4.09,2.93,246000
a wrinkle in,1220000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,24.26,1,4.82,117.04,450000
canon cameras,1220000,3.54,1,1595.47,"5,653.25",450000
photos stock,823000,3.84,1,293.1,"1,126.43",368000
nikon camera,1000000,5.50,1.01,694.03,"3,815.21",368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,823000,0.00,0,0,0.00,246000
toner print cartridge,823000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.48,1,19,9.03,450000
blu ray players,823000,0.27,1,21.25,5.84,368000
bluray players,823000,0.00,0,0,0.00,368000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,1000000,0.00,0,0,0.00,135000
led tv by samsung,1000000,1.15,1,6.65,7.67,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.65,1,16.86,10.91,368000
notebook samsung,1000000,0.00,0,0,0.00,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,1.09,1,5.08,5.54,368000
the best laptops,823000,1.32,1,15.92,20.98,450000
shoes wedding,823000,0.45,1,58.41,26.11,368000
dresses maxi,823000,0.69,1,12.3,8.49,246000
laptop battery for,823000,0.00,0,0,0.00,301000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.00,0,0,0.00,450000
watches for mens,823000,0.00,0,0,0.00,368000
kinect on xbox 360,673000,0.00,0,0,0.00,165000
kinect for xbox 360,673000,0.49,1,24.33,11.90,165000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,0.59,1,25.02,14.70,201000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,40500,0.00,0,0,0.00,27100
kardashian christmas card,33100,0.00,0,0,0.00,27100
49ers,1500000,0.00,0,0,0.00,1000000
steelers,2740000,0.00,0,0,0.00,2240000
dark knight rises trailer,301000,0.00,0,0,0.00,165000
san francisco 49ers,246000,0.00,0,0,0.00,201000
ben roethlisberger,246000,0.00,0,0,0.00,201000
pittsburgh steelers,673000,0.00,0,0,0.00,550000
snooki,1500000,0.00,0,0,0.00,1000000
clippers,2240000,0.50,1,5.55,2.80,1220000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2740000,0.50,1,12.44,6.28,1830000
james harrison,135000,0.00,0,0,0.00,90500
martial law,135000,0.54,1,23.01,12.46,74000
antonio brown,40500,0.00,0,0,0.00,33100
gpa calculator,550000,0.52,1,47.04,24.34,550000
johnny knox,40500,0.00,0,0,0.00,33100
yu darvish,60500,0.00,0,0,0.00,33100
kobe bryant,1220000,0.50,1,11.88,5.99,823000
lil kim,673000,0.00,0,0,0.00,450000
justin bieber,45500000,0.50,1,32.87,16.58,11100000
shakira,16600000,0.50,1,5.17,2.61,1000000
eminem,16600000,0.00,0,0,0.00,4090000
netflix,30400000,0.20,1,52714.98,"10,781.65",24900000
youtube videos,30400000,0.32,1,679.09,216.20,3350000
lady gaga,24900000,2.50,1,6.93,17.34,6120000
kesha,4090000,0.00,0,0,0.00,1500000
nicki minaj,11100000,0.50,1,109.04,55.01,5000000
grooveshark,9140000,0.50,1,6.03,3.04,2740000
transformers 3,7480000,0.00,0,0,0.00,1000000
mundial 2010,-,0.00,0,0,0.00,-
olympics,7480000,0.69,1,42.99,29.83,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,6120000,0.00,0,0,0.00,368000
randy moss,165000,0.00,0,0,0.00,165000
miami heat,1220000,0.52,1,293.9,151.94,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.68,1,6376.83,"4,309.11",20400000
iphone 4,37200000,1.26,1,3290.55,"4,142.18",7480000
nokia 5530,1830000,0.00,0,0,0.00,12100
htc evo 4g,450000,1.38,1,330.3,456.10,301000
nokia n900,673000,0.22,1,2.31,0.52,33100
blackberry apps,1500000,13.85,1,24.09,333.59,301000
duracell mygrid,22200,0.00,0,0,0.00,5400
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,9.64,1,2743.9,"26,439.35",1000000
pdanet,450000,0.00,0,0,0.00,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.41,1,594.21,244.68,5000000
jimmy johns,1500000,0.23,1,2510.14,586.87,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,1.24,1,96.56,120.17,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,201000,0.50,1,93.85,47.35,135000
applebees menu,201000,0.27,1,66.93,17.87,201000
rachel ray,1220000,0.50,1,12,6.05,1000000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,33100
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,2.50,1,2.84,7.10,3350000
selena gomez,20400000,0.50,1,5.02,2.53,5000000
kim kardashian,13600000,0.50,1,46.63,23.52,6120000
miley cyrus,11100000,0.00,0,0,0.00,2740000
taylor lautner,2240000,0.50,1,4.23,2.13,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.00,0,0,0.00,1000000
haiti,5000000,0.56,1,294.53,163.62,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.00,0,0,0.00,5000000
earthquake,13600000,0.57,1,25.11,14.25,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,1.57,1,34.59,54.16,49500
oil spill,823000,0.90,1,34.83,31.33,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.60,1,5.56,3.31,2900
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,0.21,1,6.24,1.30,4400
hcg diet,1000000,0.39,1,6.28,2.42,823000
dr oz,2240000,0.59,1,441.88,262.34,1830000
aspergers,1830000,0.70,1,267.65,187.48,673000
mcdonalds nutrition,368000,0.24,1,400.76,95.49,301000
vitamin d deficiency,301000,1.01,1,190.35,191.52,201000
appendicitis symptoms,135000,0.50,1,15.91,8.03,90500
cholera,673000,1.07,1,44.83,47.82,165000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,58
whooping cough,301000,0.61,1,234.4,143.77,201000
donate to haiti,6600,1.52,1,28.01,42.55,3600
donate to pakistan,1300,0.00,0,0,0.00,590
text to donate,9900,1.98,1,11.99,23.70,4400
doctors without borders,201000,0.16,1,83.62,13.48,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,1000,0.00,0,0,0.00,58
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.00,0,0,0.00,49500
swine flu,368000,0.96,1,54.73,52.61,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.00,0,0,0.00,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.24,1,4.93,1.18,165000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.20,1,324.41,66.00,301000
myspace layouts,246000,0.00,0,0,0.00,135000
michael jackson,16600000,0.50,1,5.55,2.80,3350000
national city bank,165000,1.57,1,7.35,11.56,135000
chatroulette,20400000,0.28,1,54.17,15.26,2740000
friv,55600000,0.00,0,0,0.00,1220000
myxer,673000,0.50,1,16.32,8.23,550000
twitter,151000000,2.55,1,49.76,126.92,30400000
gamezer,16600000,0.00,0,0,0.00,165000
facebook,3760000000,5.00,1,39.17,195.88,338000000
insurance,55600000,4.93,1,10793.85,"53,232.04",24900000
loans,20400000,15.87,1,5357.57,"85,013.09",11100000
mortgage,16600000,2.75,1,4547.96,"12,497.30",11100000
attorney,16600000,1.69,1,3272.6,"5,525.59",11100000
credit,101000000,2.28,1,1080.55,"2,461.95",37200000
lawyer,13600000,1.70,1,2331.93,"3,960.25",9140000
donate,2740000,1.42,1,434.02,614.49,1220000
degree,16600000,2.74,1,604.93,"1,658.67",9140000
hosting,11100000,12.31,1,1280.8,"15,771.20",2740000
claim,7480000,0.86,1,3.44,2.94,3350000
conference call,450000,9.63,1,458.53,"4,416.05",246000
trading,20400000,1.13,1,676.8,761.57,6120000
software,151000000,2.57,1,58.57,150.30,30400000
recovery,20400000,2.95,1,109.22,322.25,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.00,0,0,0.00,165000
classes,68000000,1.33,1,110.78,147.89,24900000
rehab,6120000,2.58,1,1627.82,"4,199.55",2740000
treatment,37200000,1.39,1,7.72,10.70,16600000
cord blood,135000,11.57,1,209.45,"2,422.40",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,880,0.00,0,0,0.00,590
law lemon wisconsin,1600,0.00,0,0,0.00,1300
hair removal washington dc,1600,0.00,0,0,0.00,880
domain registration yahoo,4400,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.28,1,4.78,1.34,27100
yahoo web hosting,33100,4.00,1,61.34,245.31,22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,9.12,1,33.52,305.73,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,49500,1.59,1,15.39,24.51,40500
adverse credit remortgage,1000,0.00,0,0,0.00,590
mesothelioma information,2900,1.13,1,7.03,7.95,1300
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,5400,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,12.38,1,81.22,"1,005.78",6600
angeles drug los rehab,2400,0.00,0,0,0.00,1900
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.00,0,0,0.00,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.20,1,38.54,7.88,27100
at t wireless,823000,0.84,1,59.4,50.16,368000
home equity loan,165000,5.24,1,159.56,836.42,135000
mcsa boot camp,390,0.00,0,0,0.00,260
anti spam appliance,1600,0.00,0,0,0.00,720
adverse remortgage,1600,0.00,0,0,0.00,720
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,18100,0.00,0,0,0.00,18100
at and t,277000000,0.82,1,853.97,700.16,83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1600
mesothelioma,246000,7.04,1,757.24,"5,333.51",135000
buy gift card,201000,17.47,1,40.15,701.30,165000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,0.00,0,0,0.00,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,5.42,1,5.57,30.21,2900
uk homeowner loans,720,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,8100
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,1.08,1,5.14,5.55,22200
federal criminal defense attorney,2400,0.34,1,2.76,0.93,1900
laser hair removal manhattan,1000,13.91,1,5.14,71.43,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,170,0.00,0,0,0.00,110
miami personal injury lawyer,6600,0.00,0,0,0.00,5400
hair removal chicago,4400,3.83,1,9.64,36.98,3600
at and t cell phones,110000,0.20,1,5.39,1.10,74000
refinance with bad credit,33100,1.61,1,22.06,35.51,27100
malignant mesothelioma,8100,6.13,1,11.83,72.52,3600
lease management software,1900,1.80,1,5.88,10.58,880
primary pulmonary hypertension,6600,0.81,1,41.88,33.81,3600
miami personal injury attorney,6600,15.51,1,20.62,319.81,5400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,165000,10.71,1.01,1045.13,"11,195.00",110000
egg credit,14800,0.00,0,0,0.00,1000
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,6.97,1,264.23,"1,841.96",135000
google adsense,1220000,0.59,1,384.34,225.56,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,4400,0.00,0,0,0.00,3600
employee leasing,14800,2.64,1,22.65,59.79,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,0.00,0,0,0.00,9900
symptoms of mesothelioma,9900,0.59,1,5.85,3.47,6600
city hair laser new removal york,1300,0.00,0,0,0.00,1000
att wireless com,4400,0.41,1,17.51,7.19,4400
san diego dui lawyer,6600,4.44,1,4.79,21.29,5400
indiana law lemon,1600,0.00,0,0,0.00,1300
law lemon michigan,2400,3.02,1,5.89,17.79,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,0.00,0,0,0.00,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,0.00,0,0,0.00,135000
e loan,90500,0.00,0,0,0.00,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,2.30,1,219.15,504.42,33100
mortgage rates refinancing,22200,4.41,1,18.06,79.64,18100
attorney law lemon,6600,2.32,1,4.9,11.39,5400
consolidate student loans,60500,1.35,1,197.98,267.32,49500
home equity loans,165000,2.82,1,89.44,252.39,135000
mesothilioma,720,0.00,0,0,0.00,480
new york personal injury lawyer,22200,0.00,0,0,0.00,14800
home equity loan rates,27100,6.44,1,87.9,566.38,22200
auto insurance quotes,201000,14.64,1,5595.69,"81,899.67",165000
georgia law lemon,2400,0.00,0,0,0.00,2400
homeowner loans,18100,0.00,0,0,0.00,6600
equity loan rates,27100,2.87,1,2.39,6.85,22200
administration lease software,590,3.28,1,9.73,31.87,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,0.00,0,0,0.00,880
mesothelioma prognosis,3600,0.00,0,0,0.00,2400
second mortgages,60500,0.72,1,10.71,7.68,40500
auto century insurance,9900,6.57,1,13.87,91.16,9900
employee florida leasing,1000,0.00,0,0,0.00,880
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,6.15,1,16.4,100.82,165000
personal injury attorney colorado,5400,0.00,0,0,0.00,4400
accident lawyer michigan,3600,13.76,1,4.97,68.40,2400
refinancing with bad credit,27100,2.80,1,9.29,26.02,18100
home equity line of credit rates,12100,3.64,1,13.67,49.79,9900
federal consolidation,27100,0.00,0,0,0.00,22200
non profit debt consolidation,9900,12.24,1,90.14,"1,103.22",8100
pay per click affiliate,9900,11.81,1,10.41,122.97,4400
city hair new removal york,1900,0.00,0,0,0.00,1600
acid reflux disease diet,1300,0.00,0,0,0.00,720
refinance poor credit,4400,3.56,1,10.61,37.80,3600
equity loans,201000,4.77,1,54.33,259.43,165000
student loan consolidate,60500,5.55,1,22.89,127.05,49500
consolidate loans,74000,2.42,1,27.83,67.37,74000
secured loans,110000,0.00,0,0,0.00,49500
criminal lawyer new york,9900,3.45,1,9.83,33.92,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,9900,12.44,1,5.22,64.99,8100
los angeles dui lawyer,9900,0.00,0,0,0.00,8100
att prepaid,135000,0.83,1,107.74,88.90,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,5400,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,12.11,1,47.69,577.36,12100
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,22200,1.86,1,9.98,18.61,9900
san diego dui attorney,6600,0.00,0,0,0.00,5400
michigan personal injury,6600,0.00,0,0,0.00,5400
automobile law lemon,6600,0.00,0,0,0.00,5400
cheap insurance life term,8100,47.58,1,123.34,"5,868.22",6600
home loans refinancing,18100,4.99,1,28.1,140.28,12100
consolidate college loans,1000,0.00,0,0,0.00,880
cheap life insurance,33100,28.95,1,239.04,"6,919.84",22200
vioxx law suit,210,0.00,0,0,0.00,140
student loan refinance,14800,1.57,1,60.64,95.05,12100
car hire alicante spain,5400,0.00,0,0,0.00,720
tax attorney,135000,5.48,1,521.38,"2,855.45",110000
refinancing my home,1900,0.00,0,0,0.00,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,0.77,1,4.77,3.69,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,1.07,1,13.16,14.12,673000
criminal defense attorney los angeles,8100,0.00,0,0,0.00,6600
commodity online trading,8100,0.00,0,0,0.00,2400
home equity rates,40500,15.01,1,44,660.29,40500
adsense,4090000,0.25,1,1021.14,251.40,823000
law lemon mass,1600,0.00,0,0,0.00,1600
equity home,368000,0.00,0,0,0.00,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,301000,4.03,1,14.67,59.07,201000
alicante car rental spain,5400,0.00,0,0,0.00,720
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,15.87,1,5.84,92.74,8100
injury lawyer new york,27100,0.74,1,5.42,4.02,22200
attorney injury new personal york,22200,0.00,0,0,0.00,14800
at and t mobile,16600000,0.00,0,0,0.00,7480000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,0.00,0,0,0.00,2400
health insurance temporary,12100,0.00,0,0,0.00,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,135000,38.46,1,384.72,"14,797.69",110000
cheap insurance medical,14800,2.94,1,83.29,244.58,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,10.36,1,4.6,47.66,1300
home refinance loans,27100,3.62,1,4.86,17.58,18100
eloan,27100,0.90,1,22.03,19.75,14800
life insurance quote,165000,8.32,1,915.44,"7,613.26",110000
cheap life assurance,33100,0.00,0,0,0.00,18100
anti spam exchange,12100,0.00,0,0,0.00,3600
