Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1220000,0.55,1,673.37,367.68,368000
camcorders with camera,1220000,0.00,0,0,0.00,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,0.89,1,2498.59,"2,218.51",301000
fujifilm finepix,1220000,0.21,1,27.32,5.80,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.25,1,3.72,0.95,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.71,1,233.03,165.66,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1220000,2.03,1,130.73,265.21,673000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,2.16,1,43.81,94.70,246000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,0.00,0,0,0.00,450000
canon cameras,1220000,4.94,1,595.73,"2,945.37",450000
photos stock,1000000,4.26,1,323.89,"1,380.41",368000
nikon camera,1000000,1.00,1,492.26,493.15,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,1000000,0.00,0,0,0.00,246000
toner print cartridge,1000000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.62,1,13.81,8.62,450000
blu ray players,823000,0.62,1,23.09,14.31,450000
bluray players,823000,0.47,1,4.11,1.93,450000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,823000,8.08,1,5.9,47.65,135000
led tv by samsung,823000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.65,1,25.54,16.49,450000
notebook samsung,823000,0.00,0,0,0.00,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,0.76,1,4.04,3.08,368000
the best laptops,823000,1.31,1,28.01,36.77,450000
shoes wedding,823000,0.00,0,0,0.00,368000
dresses maxi,823000,2.37,1,20.76,49.11,246000
laptop battery for,823000,0.00,0,0,0.00,368000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.36,1,4.28,1.53,450000
watches for mens,823000,0.85,1,19.94,16.92,450000
kinect on xbox 360,673000,0.00,0,0,0.00,201000
kinect for xbox 360,673000,0.63,1,25.39,15.91,201000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,0.80,1,64.56,51.64,246000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,880,0.00,0,0,0.00,260
kardashian christmas card,22200,0.24,1,1.66,0.40,18100
49ers,1500000,0.52,1,296.52,154.09,1000000
steelers,2740000,0.71,1,45.65,32.39,2240000
dark knight rises trailer,165000,0.00,0,0,0.00,90500
san francisco 49ers,201000,0.77,1,81.86,63.06,165000
ben roethlisberger,246000,0.50,1,2.69,1.35,201000
pittsburgh steelers,673000,0.50,1,11.66,5.85,550000
snooki,1500000,0.00,0,0,0.00,1000000
clippers,2240000,0.50,1,115.39,57.90,1000000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2240000,0.54,1,185.49,99.70,1500000
james harrison,110000,0.00,0,0,0.00,90500
martial law,135000,0.51,1,38.95,20.01,60500
antonio brown,33100,0.00,0,0,0.00,27100
gpa calculator,550000,0.50,1,28.96,14.53,450000
johnny knox,27100,0.00,0,0,0.00,18100
yu darvish,18100,0.00,0,0,0.00,12100
kobe bryant,1220000,0.50,1,4.57,2.30,673000
lil kim,823000,0.00,0,0,0.00,450000
justin bieber,45500000,3.40,1,44.58,151.40,11100000
shakira,16600000,0.50,1,26.77,13.45,1000000
eminem,16600000,0.27,1,31.22,8.39,4090000
netflix,24900000,0.20,1,47725.55,"9,689.32",24900000
youtube videos,30400000,0.33,1,785.87,262.27,3350000
lady gaga,24900000,0.00,0,0,0.00,6120000
kesha,5000000,0.50,1,2.92,1.47,1500000
nicki minaj,11100000,0.50,1,61.9,31.06,6120000
grooveshark,7480000,0.00,0,0,0.00,2740000
transformers 3,7480000,0.50,1,4.68,2.35,1220000
mundial 2010,-,0.00,0,0,0.00,-
olympics,6120000,0.50,1,58.51,29.36,2240000
espn3,1500000,0.00,0,0,0.00,1500000
fifa 11,7480000,0.00,0,0,0.00,368000
randy moss,201000,0.00,0,0,0.00,165000
miami heat,1220000,0.50,1,37.49,18.81,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.90,1,7711,"6,956.12",20400000
iphone 4,37200000,1.40,1,4284.28,"5,989.27",7480000
nokia 5530,2240000,0.00,0,0,0.00,14800
htc evo 4g,450000,1.52,1,186.3,283.43,301000
nokia n900,673000,0.00,0,0,0.00,33100
blackberry apps,1500000,0.92,1,5.8,5.33,301000
duracell mygrid,60500,0.64,1,23.29,14.82,22200
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,11.42,1,2851.3,"32,560.49",823000
pdanet,450000,0.50,1,76.22,38.24,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.42,1,491.51,205.28,5000000
jimmy johns,1500000,0.21,1,2168.05,454.89,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,3.90,1,41.1,160.27,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,165000,0.51,1,96.21,49.33,135000
applebees menu,201000,0.42,1,23.87,10.12,201000
rachel ray,1220000,0.50,1,15.23,7.64,1220000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,40500
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,0.00,0,0,0.00,3350000
selena gomez,20400000,0.50,1,2.26,1.13,4090000
kim kardashian,13600000,0.51,1,458.37,232.89,6120000
miley cyrus,11100000,0.00,0,0,0.00,3350000
taylor lautner,2240000,0.00,0,0,0.00,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.51,1,989.14,499.67,1000000
haiti,5000000,0.72,1,529.8,382.61,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,5.08,1,13.91,70.73,5000000
earthquake,13600000,0.65,1,47.87,31.28,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,0.50,1,12.67,6.35,49500
oil spill,823000,0.88,1,11.6,10.24,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.00,0,0,0.00,3600
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,0.74,1,14.99,11.06,4400
hcg diet,1000000,0.53,1,797.31,422.71,823000
dr oz,2240000,0.46,1,38.11,17.39,1500000
aspergers,1830000,0.90,1,292.55,263.22,673000
mcdonalds nutrition,368000,0.27,1,149.3,40.31,301000
vitamin d deficiency,301000,0.97,1,296.22,286.18,201000
appendicitis symptoms,165000,0.50,1,12.52,6.28,90500
cholera,823000,0.54,1,15.57,8.39,201000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,28
whooping cough,301000,0.98,1,508.05,496.50,201000
donate to haiti,6600,0.51,1,8.98,4.62,3600
donate to pakistan,1600,0.00,0,0,0.00,590
text to donate,9900,6.42,1,8.41,54.03,4400
doctors without borders,201000,0.23,1,111.55,26.21,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.00,0,0,0.00,40500
swine flu,450000,0.80,1,98.87,78.69,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.50,1,2.68,1.35,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.00,0,0,0.00,201000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.20,1,296.77,59.96,301000
myspace layouts,246000,0.00,0,0,0.00,165000
michael jackson,16600000,0.50,1,21.47,10.77,3350000
national city bank,165000,0.57,1,26.82,15.32,135000
chatroulette,20400000,0.29,1,89,25.78,2740000
friv,55600000,0.20,1,2.28,0.46,1000000
myxer,673000,0.53,1,46.61,24.62,673000
twitter,151000000,2.50,1,663.43,"1,660.08",24900000
gamezer,16600000,0.00,0,0,0.00,135000
facebook,3760000000,5.00,1,55.38,277.10,338000000
insurance,68000000,6.39,1,14779.96,"94,382.19",30400000
loans,20400000,10.56,1,7956.34,"83,986.12",11100000
mortgage,16600000,3.99,1,4617.38,"18,439.13",11100000
attorney,16600000,1.51,1,2968.09,"4,475.62",13600000
credit,101000000,6.31,1,1779.71,"11,225.35",37200000
lawyer,13600000,1.87,1,2053.42,"3,840.72",9140000
donate,2740000,1.53,1,696.71,"1,069.06",1220000
degree,16600000,2.79,1,1486.77,"4,141.92",9140000
hosting,11100000,6.05,1.02,1285.74,"7,775.02",2740000
claim,7480000,0.00,0,0,0.00,3350000
conference call,450000,12.20,1,571.23,"6,971.77",246000
trading,20400000,1.33,1,429.62,571.30,6120000
software,151000000,3.95,1,8102.04,"31,985.24",30400000
recovery,20400000,2.61,1,158.89,415.00,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.68,1,14.59,9.95,165000
classes,68000000,0.64,1,92.47,59.08,24900000
rehab,6120000,2.40,1,1888.68,"4,525.44",3350000
treatment,37200000,1.19,1,48.13,57.34,16600000
cord blood,135000,9.11,1,211.66,"1,927.37",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,1000,0.00,0,0,0.00,720
law lemon wisconsin,1600,0.00,0,0,0.00,1600
hair removal washington dc,1600,0.00,0,0,0.00,1000
domain registration yahoo,4400,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.00,0,0,0.00,27100
yahoo web hosting,33100,47.11,1,56.21,"2,648.06",22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,21.60,1,5.07,109.57,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,40500,0.00,0,0,0.00,40500
adverse credit remortgage,1300,0.00,0,0,0.00,590
mesothelioma information,2900,5.07,1,6.64,33.67,1600
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,6600,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,12.42,1,54.32,674.44,6600
angeles drug los rehab,2400,0.00,0,0,0.00,2400
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.91,1,4.03,3.65,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.00,0,0,0.00,27100
at t wireless,823000,0.70,1,37.95,26.44,368000
home equity loan,201000,4.52,1,109.1,492.80,165000
mcsa boot camp,480,2.40,1,3.84,9.22,320
anti spam appliance,1900,0.00,0,0,0.00,720
adverse remortgage,1900,0.00,0,0,0.00,880
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,22200,0.00,0,0,0.00,18100
at and t,277000000,0.56,1,787.34,442.94,83100000
laser hair removal maryland,1900,3.69,1,3.99,14.70,1900
mesothelioma,246000,11.17,1,972.19,"10,858.49",135000
buy gift card,201000,7.76,1,22.26,172.68,135000
mesotheloma,590,5.81,1,2.4,13.93,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,0.00,0,0,0.00,4400
canada personals yahoo,590,1.87,1,4.13,7.73,320
orlando criminal attorney,3600,5.07,1,10.25,51.99,3600
uk homeowner loans,880,0.00,0,0,0.00,320
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,4.72,1,5.31,25.06,9900
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,1.53,1,23.11,35.43,27100
federal criminal defense attorney,2900,1.39,1,5.25,7.32,1900
laser hair removal manhattan,1300,9.45,1,26.43,249.84,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,210,0.00,0,0,0.00,140
miami personal injury lawyer,6600,0.00,0,0,0.00,5400
hair removal chicago,4400,7.15,1,4.53,32.35,3600
at and t cell phones,110000,1.38,1,9.1,12.56,74000
refinance with bad credit,33100,1.33,1,1.91,2.54,27100
malignant mesothelioma,8100,44.66,1,4.85,216.79,3600
lease management software,1900,8.29,1,28.94,239.98,880
primary pulmonary hypertension,6600,0.85,1,47.47,40.34,3600
miami personal injury attorney,6600,36.51,1,19.96,728.97,5400
anti spam lotus notes,480,0.00,0,0,0.00,260
life insurance quotes,201000,27.36,1.02,469.36,"12,841.92",110000
egg credit,14800,0.00,0,0,0.00,1300
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,10.40,1,256.89,"2,671.01",135000
google adsense,1220000,0.53,1,308.86,164.05,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,5400,0.00,0,0,0.00,4400
employee leasing,14800,2.51,1,22.72,56.93,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,0.50,1,5.66,2.84,9900
symptoms of mesothelioma,9900,0.00,0,0,0.00,6600
city hair laser new removal york,1600,0.00,0,0,0.00,1000
att wireless com,4400,0.86,1,24.15,20.79,4400
san diego dui lawyer,6600,0.00,0,0,0.00,5400
indiana law lemon,1600,0.00,0,0,0.00,1300
law lemon michigan,2400,0.00,0,0,0.00,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,7.42,1,18.62,138.18,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,0.00,0,0,0.00,165000
e loan,90500,0.42,1,8,3.37,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,2.93,1,214.8,628.72,33100
mortgage rates refinancing,22200,14.16,1,12.92,182.93,18100
attorney law lemon,6600,51.99,1,4.44,231.03,5400
consolidate student loans,60500,3.61,1,103.27,372.63,49500
home equity loans,165000,5.20,1,102.46,532.90,135000
mesothilioma,720,0.00,0,0,0.00,480
new york personal injury lawyer,22200,1.59,1,4.89,7.78,18100
home equity loan rates,27100,5.74,1,162.02,929.93,22200
auto insurance quotes,201000,17.55,1,4699.38,"82,488.55",165000
georgia law lemon,2900,0.00,0,0,0.00,2400
homeowner loans,22200,0.00,0,0,0.00,6600
equity loan rates,27100,4.17,1,16.17,67.45,27100
administration lease software,720,2.52,1,9.11,22.98,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,0.50,1,5.03,2.52,880
mesothelioma prognosis,3600,0.00,0,0,0.00,2400
second mortgages,60500,0.55,1,9.99,5.48,40500
auto century insurance,9900,3.56,1,9.65,34.38,9900
employee florida leasing,1000,0.00,0,0,0.00,1000
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,10.28,1,31.2,320.84,165000
personal injury attorney colorado,6600,0.00,0,0,0.00,5400
accident lawyer michigan,3600,13.90,1,4.71,65.47,2400
refinancing with bad credit,27100,5.00,1,7.3,36.50,22200
home equity line of credit rates,12100,0.00,0,0,0.00,9900
federal consolidation,27100,0.00,0,0,0.00,27100
non profit debt consolidation,9900,15.49,1,42.94,665.16,8100
pay per click affiliate,9900,0.00,0,0,0.00,4400
city hair new removal york,2400,0.00,0,0,0.00,1600
acid reflux disease diet,1300,1.62,1,26.16,42.28,720
refinance poor credit,5400,0.00,0,0,0.00,4400
equity loans,201000,6.46,1,58.61,378.87,165000
student loan consolidate,60500,1.70,1,10.7,18.16,49500
consolidate loans,74000,5.99,1,77.97,466.93,74000
secured loans,110000,0.79,1,21.07,16.63,49500
criminal lawyer new york,9900,2.69,1,12.8,34.47,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,12100,0.00,0,0,0.00,9900
los angeles dui lawyer,9900,15.10,1,17.45,263.45,8100
att prepaid,135000,1.33,1,225.76,300.84,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,6600,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,17.11,1,29.62,506.78,12100
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,27100,0.00,0,0,0.00,12100
san diego dui attorney,6600,2.05,1,10.86,22.23,5400
michigan personal injury,8100,0.00,0,0,0.00,5400
automobile law lemon,6600,20.42,1,4.4,89.89,5400
cheap insurance life term,9900,0.00,0,0,0.00,6600
home loans refinancing,22200,16.05,1,14.74,236.61,12100
consolidate college loans,1000,1.77,1,9.39,16.67,880
cheap life insurance,33100,22.05,1,167.18,"3,686.50",22200
vioxx law suit,260,0.00,0,0,0.00,140
student loan refinance,14800,1.34,1,15.09,20.27,12100
car hire alicante spain,6600,0.00,0,0,0.00,880
tax attorney,135000,6.28,1,359.68,"2,258.20",110000
refinancing my home,1900,0.00,0,0,0.00,1600
criminal dallas lawyer,8100,1.22,1,5.09,6.20,6600
line of credit home equity,135000,0.00,0,0,0.00,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,5.20,1,16.71,86.98,673000
criminal defense attorney los angeles,8100,14.23,1,4.94,70.33,6600
commodity online trading,8100,9.02,1,4.52,40.77,2900
home equity rates,49500,2.25,1,12.13,27.23,40500
adsense,4090000,0.21,1,926.28,197.26,823000
law lemon mass,1900,0.00,0,0,0.00,1600
equity home,450000,0.32,1,5.4,1.72,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,384.32,1,4.68,"1,799.55",-
home line of credit,301000,1.00,1,2.05,2.04,201000
alicante car rental spain,6600,0.00,0,0,0.00,880
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,7.47,1,15.45,115.41,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,18100
at and t mobile,16600000,0.00,0,0,0.00,9140000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,0.00,0,0,0.00,2400
health insurance temporary,12100,0.00,0,0,0.00,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,110000,24.64,1,360.67,"8,887.93",110000
cheap insurance medical,14800,5.12,1,36.72,188.09,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,24.76,1,13.07,323.68,1300
home refinance loans,33100,5.95,1,6.33,37.66,22200
eloan,27100,0.42,1,4.5,1.91,18100
life insurance quote,201000,14.04,1,678.13,"9,521.18",110000
