Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
pay as you go sim card only,210,0.00,0,0,0.00,12
training for mcse,18100,0.00,0,0,0.00,6600
ink 8560,4400,0.00,0,0,0.00,2400
sim card only pay as you go,210,0.00,0,0,0.00,12
micro stock photo sites,73,0.00,0,0,0.00,36
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,880,0.00,0,0,0.00,12
cheap mobile sim card,480,0.00,0,0,0.00,110
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1300,0.00,0,0,0.00,140
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,3600,0.00,0,0,0.00,1900
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,320,1.66,1,6.56,10.88,140
google android application development,1600,0.00,0,0,0.00,480
deal or no deal interactive,720,0.00,0,0,0.00,320
stock photographers,3600,3.22,1,3.8,12.23,1900
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,1000,0.00,0,0,0.00,480
google android apps development,480,0.00,0,0,0.00,170
mobile sim card uk,1000,0.00,0,0,0.00,170
sim card for uk,18100,0.44,1,9.69,4.29,2900
play no deal or deal,27100,0.00,0,0,0.00,12100
realtime tracking device,1900,0.00,0,0,0.00,1300
small company websites,2400,0.00,0,0,0.00,1600
team building activities uk,260,0.00,0,0,0.00,36
pay as you go sim uk,2900,0.00,0,0,0.00,210
the glaze book,1600,0.00,0,0,0.00,480
training in sql,74000,2.82,1,17.22,48.55,27100
android application development tools,2400,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,0.27,1,3.75,1.01,170
c5650 toner,1900,0.00,0,0,0.00,58
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,17.09,1,8.68,148.40,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,260
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,1.13,1,11.04,12.48,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,2.47,1,16.8,41.45,2400
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,0.00,0,0,0.00,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1000000
dress prom dress,4090000,0.54,1,3.96,2.14,2240000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.36,1,81.64,29.19,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1500000,0.00,0,0,0.00,673000
best phones,1830000,1.40,1,14.66,20.47,823000
kinect for xbox,1220000,0.00,0,0,0.00,450000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,673000
canon pixma,1830000,1.71,1,62.04,106.30,246000
panasonic dmc,1500000,0.42,1,13.66,5.74,246000
tv 32 in,1830000,0.20,1,3.8,0.75,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.46,1,333.89,153.00,450000
lumix dmc,1500000,0.00,0,0,0.00,201000
ixus i,1500000,0.00,0,0,0.00,33100
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.63,1,912.09,"3,313.32",673000
hidden object,1500000,0.71,1,268.76,192.11,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1500000,0.39,1,676.26,263.25,368000
camcorders with camera,1220000,0.47,1,3.92,1.84,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,1.17,1,1864.92,"2,183.87",301000
fujifilm finepix,1220000,0.25,1,8.83,2.21,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.41,1,177.04,72.08,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1000000,1.67,1,78.84,131.71,673000
i station docking station,1220000,0.00,0,0,0.00,368000
pc notebook,1000000,0.00,0,0,0.00,246000
a wrinkle in,1220000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,16.29,1,11.01,179.33,450000
canon cameras,1220000,2.98,1,1400.13,"4,178.69",450000
photos stock,823000,3.75,1,277.14,"1,039.32",368000
nikon camera,1000000,1.21,1,660.4,798.80,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,823000,0.53,1,7.38,3.90,246000
toner print cartridge,823000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.44,1,21.77,9.48,450000
blu ray players,823000,0.35,1,28.58,10.11,368000
bluray players,823000,0.24,1,4.12,0.99,368000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,1000000,0.48,1,3.61,1.74,135000
led tv by samsung,1000000,2.85,1,1.95,5.54,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.58,1,16.7,9.75,368000
notebook samsung,1000000,1.52,1,1.98,3.01,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,1.07,1,4.4,4.73,368000
the best laptops,823000,1.07,1,19.13,20.46,450000
shoes wedding,823000,0.42,1,65.39,27.42,368000
dresses maxi,823000,0.68,1,10.65,7.24,246000
laptop battery for,823000,0.00,0,0,0.00,301000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.00,0,0,0.00,450000
watches for mens,823000,0.00,0,0,0.00,368000
kinect on xbox 360,673000,0.00,0,0,0.00,165000
kinect for xbox 360,673000,0.54,1,25.44,13.66,165000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,0.48,1,30.01,14.43,201000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,40500,0.00,0,0,0.00,27100
kardashian christmas card,33100,0.00,0,0,0.00,27100
49ers,1500000,0.00,0,0,0.00,1000000
steelers,2740000,0.00,0,0,0.00,2240000
dark knight rises trailer,301000,0.00,0,0,0.00,165000
san francisco 49ers,246000,0.00,0,0,0.00,201000
ben roethlisberger,246000,0.00,0,0,0.00,201000
pittsburgh steelers,673000,0.00,0,0,0.00,550000
snooki,1500000,0.00,0,0,0.00,1000000
clippers,2240000,1.19,1,8.69,10.33,1220000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2740000,0.50,1,10.65,5.35,1830000
james harrison,135000,0.00,0,0,0.00,90500
martial law,135000,0.54,1,21.39,11.45,74000
antonio brown,40500,0.00,0,0,0.00,33100
gpa calculator,550000,0.51,1,46.99,24.14,550000
johnny knox,40500,0.00,0,0,0.00,33100
yu darvish,60500,0.00,0,0,0.00,33100
kobe bryant,1220000,0.50,1,10.21,5.12,823000
lil kim,673000,0.00,0,0,0.00,450000
justin bieber,45500000,0.50,1,27.22,13.66,11100000
shakira,16600000,0.50,1,6.71,3.37,1000000
eminem,16600000,0.00,0,0,0.00,4090000
netflix,30400000,0.20,1,52091.04,"10,598.71",24900000
youtube videos,30400000,0.56,1,619.42,346.31,3350000
lady gaga,24900000,2.50,1,4.23,10.59,6120000
kesha,4090000,0.00,0,0,0.00,1500000
nicki minaj,11100000,0.50,1,106.98,53.69,5000000
grooveshark,9140000,0.50,1,5.13,2.58,2740000
transformers 3,7480000,0.00,0,0,0.00,1000000
mundial 2010,-,0.00,0,0,0.00,-
olympics,7480000,0.64,1,50.57,32.34,2240000
espn3,1500000,0.24,1,10.27,2.50,1500000
fifa 11,6120000,0.00,0,0,0.00,368000
randy moss,165000,0.00,0,0,0.00,165000
miami heat,1220000,0.51,1,327.05,167.30,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.66,1,6514.7,"4,279.92",20400000
iphone 4,37200000,1.20,1,3027.97,"3,633.70",7480000
nokia 5530,1830000,0.00,0,0,0.00,12100
htc evo 4g,450000,1.25,1,320.96,400.22,301000
nokia n900,673000,0.22,1,2,0.44,33100
blackberry apps,1500000,0.50,1,5.43,2.72,301000
duracell mygrid,22200,0.00,0,0,0.00,5400
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,9.73,1,2811.48,"27,366.50",1000000
pdanet,450000,0.00,0,0,0.00,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.38,1,531.43,203.41,5000000
jimmy johns,1500000,0.23,1,2404.18,544.41,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,1.24,1,112.55,139.14,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,201000,0.51,1,125.27,64.37,135000
applebees menu,201000,0.25,1,72.58,18.13,201000
rachel ray,1220000,0.50,1,10.36,5.20,1000000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,33100
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,2.50,1,2.41,6.04,3350000
selena gomez,20400000,0.50,1,4.29,2.15,5000000
kim kardashian,13600000,0.50,1,4.58,2.30,6120000
miley cyrus,11100000,0.00,0,0,0.00,2740000
taylor lautner,2240000,0.00,0,0,0.00,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.50,1,1.8,0.90,1000000
haiti,5000000,0.76,1,352.76,268.79,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.00,0,0,0.00,5000000
earthquake,13600000,0.55,1,40.1,22.07,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,1.52,1,29.71,45.16,49500
oil spill,823000,0.75,1,45.18,33.66,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.58,1,4.82,2.82,2900
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,0.80,1,9.52,7.60,4400
hcg diet,1000000,0.40,1,9.29,3.74,823000
dr oz,2240000,0.58,1,440.62,254.90,1830000
aspergers,1830000,0.67,1,270.2,179.72,673000
mcdonalds nutrition,368000,0.26,1,437.3,115.63,301000
vitamin d deficiency,301000,1.54,1,195.65,302.20,201000
appendicitis symptoms,135000,0.50,1,18.48,9.28,90500
cholera,673000,1.03,1,41.06,42.13,165000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,58
whooping cough,301000,0.53,1,156.64,82.38,201000
donate to haiti,6600,1.81,1,15.76,28.54,3600
donate to pakistan,1300,0.00,0,0,0.00,590
text to donate,9900,2.71,1,7.07,19.17,4400
doctors without borders,201000,0.16,1,88.99,14.14,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,1000,0.00,0,0,0.00,58
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.00,0,0,0.00,49500
swine flu,368000,0.88,1,56.22,49.62,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.00,0,0,0.00,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.25,1,4.21,1.04,165000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.20,1,390.91,79.11,301000
myspace layouts,246000,0.00,0,0,0.00,135000
michael jackson,16600000,0.50,1,4.73,2.37,3350000
national city bank,165000,1.27,1,8.76,11.10,135000
chatroulette,20400000,0.25,1,81.48,20.65,2740000
friv,55600000,0.00,0,0,0.00,1220000
myxer,673000,0.50,1,24.89,12.48,550000
twitter,151000000,2.53,1,133.48,337.52,30400000
gamezer,16600000,0.00,0,0,0.00,165000
facebook,3760000000,5.00,1,56.03,280.22,338000000
insurance,55600000,4.69,1,11241.46,"52,763.01",24900000
loans,20400000,16.20,1,5832.15,"94,485.83",11100000
mortgage,16600000,2.95,1,4676.59,"13,815.72",11100000
attorney,16600000,1.47,1,3132.79,"4,610.60",11100000
credit,101000000,2.11,1,1134.47,"2,388.14",37200000
lawyer,13600000,1.74,1,2324.56,"4,040.34",9140000
donate,2740000,1.37,1,452.56,620.65,1220000
degree,16600000,2.69,1,685.75,"1,845.65",9140000
hosting,11100000,11.46,1.01,1334.3,"15,296.40",2740000
claim,7480000,0.78,1,4.82,3.74,3350000
conference call,450000,10.71,1,513.55,"5,499.58",246000
trading,20400000,2.71,1,714.66,"1,939.64",6120000
software,151000000,2.56,1,56.67,145.08,30400000
recovery,20400000,2.90,1,102.74,298.17,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.00,0,0,0.00,165000
classes,68000000,1.61,1,134.01,216.10,24900000
rehab,6120000,2.06,1,1623.95,"3,351.85",2740000
treatment,37200000,1.29,1,6.37,8.21,16600000
cord blood,135000,11.15,1,167.16,"1,864.63",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,880,0.00,0,0,0.00,590
law lemon wisconsin,1600,0.00,0,0,0.00,1300
hair removal washington dc,1600,0.00,0,0,0.00,880
domain registration yahoo,4400,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.27,1,4.14,1.13,27100
yahoo web hosting,33100,4.65,1,66.03,307.32,22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,21.43,1,34.63,742.25,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,49500,1.58,1,13.24,20.89,40500
adverse credit remortgage,1000,0.00,0,0,0.00,590
mesothelioma information,2900,0.50,1,5.73,2.87,1300
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,5400,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,15.48,1,68.47,"1,059.89",6600
angeles drug los rehab,2400,0.00,0,0,0.00,1900
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.00,0,0,0.00,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.20,1,28.92,5.88,27100
at t wireless,823000,0.76,1,68.91,52.70,368000
home equity loan,165000,5.51,1,182.49,"1,004.96",135000
mcsa boot camp,390,0.00,0,0,0.00,260
anti spam appliance,1600,0.00,0,0,0.00,720
adverse remortgage,1600,0.00,0,0,0.00,720
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,18100,0.00,0,0,0.00,18100
at and t,277000000,0.75,1,918.82,685.11,83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1600
mesothelioma,246000,6.91,1,844.69,"5,838.51",135000
buy gift card,201000,11.89,1,53.14,631.63,165000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,0.00,0,0,0.00,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,5.42,1,4.75,25.77,2900
uk homeowner loans,720,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,8100
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,1.07,1,4.41,4.73,22200
federal criminal defense attorney,2400,3.06,1,6.43,19.70,1900
laser hair removal manhattan,1000,0.00,0,0,0.00,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,170,0.00,0,0,0.00,110
miami personal injury lawyer,6600,0.00,0,0,0.00,5400
hair removal chicago,4400,3.81,1,4.14,15.74,3600
at and t cell phones,110000,2.75,1,13.35,36.71,74000
refinance with bad credit,33100,1.79,1,18.51,33.22,27100
malignant mesothelioma,8100,8.89,1,4.89,43.50,3600
lease management software,1900,3.10,1,16.67,51.62,880
primary pulmonary hypertension,6600,1.02,1,21.02,21.37,3600
miami personal injury attorney,6600,15.43,1,17.68,272.75,5400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,165000,10.51,1.01,1130.41,"11,885.98",110000
egg credit,14800,0.00,0,0,0.00,1000
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,8.06,1,281.48,"2,269.47",135000
google adsense,1220000,0.58,1,365.46,210.46,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,4400,0.00,0,0,0.00,3600
employee leasing,14800,1.34,1,21.1,28.24,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,0.00,0,0,0.00,9900
symptoms of mesothelioma,9900,0.59,1,4.98,2.94,6600
city hair laser new removal york,1300,0.00,0,0,0.00,1000
att wireless com,4400,0.49,1,10.94,5.31,4400
san diego dui lawyer,6600,4.39,1,4.13,18.15,5400
indiana law lemon,1600,0.00,0,0,0.00,1300
law lemon michigan,2400,3.01,1,5.04,15.18,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,23.90,1,4.32,103.26,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,0.00,0,0,0.00,135000
e loan,90500,0.00,0,0,0.00,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,2.22,1,231.05,513.76,33100
mortgage rates refinancing,22200,3.24,1,23.54,76.20,18100
attorney law lemon,6600,2.30,1,4.22,9.70,5400
consolidate student loans,60500,1.32,1,171.15,226.25,49500
home equity loans,165000,2.25,1,88.33,198.48,135000
mesothilioma,720,0.00,0,0,0.00,480
new york personal injury lawyer,22200,10.62,1,5.15,54.66,14800
home equity loan rates,27100,5.43,1,84.31,458.12,22200
auto insurance quotes,201000,14.84,1,5685.6,"84,368.02",165000
georgia law lemon,2400,0.00,0,0,0.00,2400
homeowner loans,18100,0.00,0,0,0.00,6600
equity loan rates,27100,2.81,1,2.08,5.84,22200
administration lease software,590,3.22,1,8.42,27.14,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,0.00,0,0,0.00,880
mesothelioma prognosis,3600,0.00,0,0,0.00,2400
second mortgages,60500,0.90,1,22.13,19.81,40500
auto century insurance,9900,5.19,1,16.33,84.76,9900
employee florida leasing,1000,0.00,0,0,0.00,880
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,6.87,1,22.81,156.72,165000
personal injury attorney colorado,5400,0.00,0,0,0.00,4400
accident lawyer michigan,3600,11.81,1,8.99,106.18,2400
refinancing with bad credit,27100,1.63,1,8.61,14.05,18100
home equity line of credit rates,12100,3.53,1,12.01,42.41,9900
federal consolidation,27100,0.00,0,0,0.00,22200
non profit debt consolidation,9900,11.96,1,87.94,"1,052.02",8100
pay per click affiliate,9900,8.99,1,17.04,153.13,4400
city hair new removal york,1900,0.00,0,0,0.00,1600
acid reflux disease diet,1300,0.00,0,0,0.00,720
refinance poor credit,4400,2.90,1,13.59,39.45,3600
equity loans,201000,4.07,1,57.47,233.64,165000
student loan consolidate,60500,5.04,1,24.71,124.49,49500
consolidate loans,74000,3.21,1,34.11,109.58,74000
secured loans,110000,9.05,1,5.61,50.77,49500
criminal lawyer new york,9900,3.43,1,8.44,28.92,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,9900,12.21,1,4.53,55.36,8100
los angeles dui lawyer,9900,16.42,1,5.28,86.70,8100
att prepaid,135000,0.66,1,75.77,49.67,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,5400,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,15.20,1,56.09,852.61,12100
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,22200,1.82,1,8.74,15.89,9900
san diego dui attorney,6600,0.00,0,0,0.00,5400
michigan personal injury,6600,0.00,0,0,0.00,5400
automobile law lemon,6600,0.00,0,0,0.00,5400
cheap insurance life term,8100,44.46,1,96.85,"4,305.98",6600
home loans refinancing,18100,9.09,1,39.22,356.47,12100
consolidate college loans,1000,0.90,1,4.47,4.01,880
cheap life insurance,33100,28.32,1,272.91,"7,727.71",22200
vioxx law suit,210,0.00,0,0,0.00,140
student loan refinance,14800,2.03,1,60.79,123.14,12100
car hire alicante spain,5400,0.00,0,0,0.00,720
tax attorney,135000,5.44,1,536.65,"2,917.10",110000
refinancing my home,1900,0.00,0,0,0.00,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,0.76,1,4.12,3.14,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,0.88,1,15.9,13.97,673000
criminal defense attorney los angeles,8100,12.93,1,5.18,67.03,6600
commodity online trading,8100,0.00,0,0,0.00,2400
home equity rates,40500,12.17,1,34.26,416.91,40500
adsense,4090000,0.23,1,1094.1,253.81,823000
law lemon mass,1600,0.00,0,0,0.00,1600
equity home,368000,0.00,0,0,0.00,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,301000,5.26,1,8.84,46.45,201000
alicante car rental spain,5400,0.00,0,0,0.00,720
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,15.90,1,4.98,79.12,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,14800
at and t mobile,16600000,0.00,0,0,0.00,7480000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,0.00,0,0,0.00,2400
health insurance temporary,12100,0.00,0,0,0.00,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,135000,35.41,1,330.59,"11,705.65",110000
cheap insurance medical,14800,6.10,1,61.49,374.84,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,10.35,1,3.93,40.66,1300
home refinance loans,27100,3.42,1,4.37,14.96,18100
eloan,27100,0.87,1,19.31,16.81,14800
life insurance quote,165000,7.63,1,891.35,"6,802.35",110000
