Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
pay as you go sim card only,210,0.00,0,0,0.00,12
training for mcse,18100,0.00,0,0,0.00,6600
ink 8560,4400,0.00,0,0,0.00,2400
sim card only pay as you go,210,0.00,0,0,0.00,12
micro stock photo sites,73,0.00,0,0,0.00,36
pay as you go sim offers,5400,0.00,0,0,0.00,28
sim card deals pay as you go,880,0.00,0,0,0.00,12
cheap mobile sim card,480,0.00,0,0,0.00,110
itil v3 foundations certification,5400,0.00,0,0,0.00,1600
make money with stock photography,720,0.00,0,0,0.00,390
uk stock photography,1300,0.00,0,0,0.00,140
options for investment,49500,0.00,0,0,0.00,18100
android developer apps,6600,0.00,0,0,0.00,1600
make money stock photography,720,0.00,0,0,0.00,390
photographers stock,3600,0.00,0,0,0.00,1900
cards games for kids,8100,0.00,0,0,0.00,2900
contracts in a nutshell,320,1.72,1,6.35,10.94,140
google android application development,1600,0.00,0,0,0.00,480
deal or no deal interactive,720,0.00,0,0,0.00,320
stock photographers,3600,3.32,1,3.7,12.26,1900
computing for idiots,170,0.00,0,0,0.00,28
make money stock photos,1000,0.00,0,0,0.00,480
google android apps development,480,0.00,0,0,0.00,170
mobile sim card uk,1000,0.00,0,0,0.00,170
sim card for uk,18100,0.23,1,3.97,0.89,2900
play no deal or deal,27100,0.00,0,0,0.00,12100
realtime tracking device,1900,0.00,0,0,0.00,1300
small company websites,2400,0.00,0,0,0.00,1600
team building activities uk,260,0.00,0,0,0.00,36
pay as you go sim uk,2900,0.00,0,0,0.00,210
the glaze book,1600,0.00,0,0,0.00,480
training in sql,74000,2.87,1,16.92,48.59,27100
android application development tools,2400,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,0.28,1,3.64,1.01,170
c5650 toner,1900,0.00,0,0,0.00,58
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,32.71,1,4.39,143.71,590
3g broadband router,6600,0.00,0,0,0.00,1300
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,260
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,390,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,0.00,0,0,0.00,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,1.17,1,10.66,12.52,2900
pay as go sim,90500,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,3.09,1,12.48,38.53,2400
sim card pay,27100,0.00,0,0,0.00,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,0.00,0,0,0.00,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2240000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1000000
dress prom dress,4090000,0.55,1,3.87,2.14,2240000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1220000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,3350000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.38,1,98.58,37.45,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,1830000,0.00,0,0,0.00,301000
camera with camcorder,1500000,0.00,0,0,0.00,673000
best phones,1830000,0.88,1,19.83,17.38,823000
kinect for xbox,1220000,0.00,0,0,0.00,450000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.00,0,0,0.00,673000
canon pixma,1830000,1.43,1,51.3,73.12,246000
panasonic dmc,1500000,0.43,1,13.44,5.74,246000
tv 32 in,1830000,0.20,1,3.73,0.76,301000
coolpix nikon,1830000,0.00,0,0,0.00,450000
nikon coolpix,1830000,0.41,1,376.95,154.25,450000
lumix dmc,1500000,0.00,0,0,0.00,201000
ixus i,1500000,0.00,0,0,0.00,33100
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,0.00,0,0,0.00,673000
ink cartridges,1500000,3.61,1,937.43,"3,387.75",673000
hidden object,1500000,0.74,1,256.92,189.84,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1500000,0.40,1,647.08,258.99,368000
camcorders with camera,1220000,0.48,1,3.83,1.83,673000
camera and camcorders,1220000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,1.17,1,1911.83,"2,243.80",301000
fujifilm finepix,1220000,0.25,1,8.64,2.19,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,450000
the movie camera,1220000,0.00,0,0,0.00,450000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.43,1,193.85,84.02,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,165000
clothing for cheap,1000000,1.77,1,76.5,135.37,673000
i station docking station,1220000,0.00,0,0,0.00,368000
pc notebook,1000000,0.30,1,3.98,1.19,246000
a wrinkle in,1220000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,450000
canon is cameras,1220000,16.01,1,15.14,242.49,450000
canon cameras,1220000,4.35,1,1294.95,"5,627.18",450000
photos stock,823000,3.84,1,271.26,"1,040.93",368000
nikon camera,1000000,1.24,1,646.31,800.33,368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,823000,0.56,1,7.11,3.97,246000
toner print cartridge,823000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.45,1,21.25,9.55,450000
blu ray players,823000,0.47,1,22.68,10.56,368000
bluray players,823000,0.25,1,4.02,1.00,368000
lcd and hd,823000,0.00,0,0,0.00,246000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,368000
cannon and camera,823000,0.00,0,0,0.00,246000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,1000000,0.49,1,3.53,1.73,135000
led tv by samsung,1000000,2.91,1,1.9,5.54,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,0.60,1,16.27,9.79,368000
notebook samsung,1000000,1.54,1,1.95,3.01,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,1.11,1,4.3,4.75,368000
the best laptops,823000,0.50,1,5.27,2.61,450000
shoes wedding,823000,0.42,1,64.44,27.29,368000
dresses maxi,823000,0.88,1,10.97,9.62,246000
laptop battery for,823000,0.00,0,0,0.00,301000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.00,0,0,0.00,450000
watches for mens,823000,0.00,0,0,0.00,368000
kinect on xbox 360,673000,0.00,0,0,0.00,165000
kinect for xbox 360,673000,0.80,1,21.53,17.20,165000
security and camera,823000,0.00,0,0,0.00,450000
camera for security,823000,0.00,0,0,0.00,450000
lcd monitors,673000,0.66,1,36.43,24.14,201000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,40500,0.00,0,0,0.00,27100
kardashian christmas card,33100,0.00,0,0,0.00,27100
49ers,1500000,0.00,0,0,0.00,1000000
steelers,2740000,0.00,0,0,0.00,2240000
dark knight rises trailer,301000,0.00,0,0,0.00,165000
san francisco 49ers,246000,0.00,0,0,0.00,201000
ben roethlisberger,246000,0.00,0,0,0.00,201000
pittsburgh steelers,673000,0.00,0,0,0.00,550000
snooki,1500000,0.00,0,0,0.00,1000000
clippers,2240000,1.20,1,8.63,10.32,1220000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2740000,0.50,1,10.48,5.26,1830000
james harrison,135000,0.00,0,0,0.00,90500
martial law,135000,0.50,1,19.38,9.72,74000
antonio brown,40500,0.00,0,0,0.00,33100
gpa calculator,550000,0.51,1,44.23,22.77,550000
johnny knox,40500,0.00,0,0,0.00,33100
yu darvish,60500,0.00,0,0,0.00,33100
kobe bryant,1220000,0.50,1,10.01,5.03,823000
lil kim,673000,0.00,0,0,0.00,450000
justin bieber,45500000,0.50,1,18.79,9.43,11100000
shakira,16600000,0.50,1,4.46,2.24,1000000
eminem,16600000,0.00,0,0,0.00,4090000
netflix,30400000,0.20,1,50802.62,"10,337.88",24900000
youtube videos,30400000,0.36,1,645.31,232.30,3350000
lady gaga,24900000,2.50,1,4.23,10.60,6120000
kesha,4090000,0.00,0,0,0.00,1500000
nicki minaj,11100000,0.50,1,105.48,52.94,5000000
grooveshark,9140000,0.50,1,5.07,2.55,2740000
transformers 3,7480000,0.00,0,0,0.00,1000000
mundial 2010,-,0.00,0,0,0.00,-
olympics,7480000,0.65,1,54.64,35.30,2240000
espn3,1500000,0.25,1,10,2.50,1500000
fifa 11,6120000,0.00,0,0,0.00,368000
randy moss,165000,0.00,0,0,0.00,165000
miami heat,1220000,0.51,1,312.4,159.96,823000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,0.69,1,6338.76,"4,350.31",20400000
iphone 4,37200000,1.19,1,2614.19,"3,122.20",7480000
nokia 5530,1830000,0.00,0,0,0.00,12100
htc evo 4g,450000,1.40,1,307.41,429.76,301000
nokia n900,673000,0.23,1,1.96,0.45,33100
blackberry apps,1500000,0.50,1,5.39,2.70,301000
duracell mygrid,22200,0.00,0,0,0.00,5400
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,9.37,1,2694.53,"25,260.56",1000000
pdanet,450000,0.00,0,0,0.00,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.35,1,509.24,178.45,5000000
jimmy johns,1500000,0.23,1,2354.78,537.97,1500000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,1.32,1,112.75,149.15,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,201000,0.52,1,114.17,58.83,135000
applebees menu,201000,0.52,1,73.27,37.80,201000
rachel ray,1220000,0.50,1,8.28,4.16,1000000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.00,0,0,0.00,201000
kew gardens,201000,0.00,0,0,0.00,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,33100
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,0.00,0,0,0.00,3350000
selena gomez,20400000,0.50,1,4.25,2.13,5000000
kim kardashian,13600000,0.50,1,4.55,2.29,6120000
miley cyrus,11100000,0.00,0,0,0.00,2740000
taylor lautner,2240000,0.00,0,0,0.00,673000
megan fox,6120000,0.00,0,0,0.00,1500000
robert pattinson,5000000,0.50,1,9.74,4.89,1000000
haiti,5000000,0.77,1,377.22,290.10,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.00,0,0,0.00,5000000
earthquake,13600000,0.55,1,42.08,23.12,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,1.47,1,28.77,42.37,49500
oil spill,823000,0.80,1,53.81,43.17,450000
vancouver 2010,165000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.60,1,4.71,2.83,2900
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,1.65,1,3.95,6.50,4400
hcg diet,1000000,0.37,1,13.45,4.94,823000
dr oz,2240000,0.58,1,433.37,251.67,1830000
aspergers,1830000,0.69,1,257.68,176.94,673000
mcdonalds nutrition,368000,0.27,1,480.29,129.89,301000
vitamin d deficiency,301000,1.39,1,175.4,243.84,201000
appendicitis symptoms,135000,0.50,1,16.1,8.08,90500
cholera,673000,1.06,1,38.55,40.91,165000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,58
whooping cough,301000,0.53,1,123.33,65.87,201000
donate to haiti,6600,3.36,1,15.64,52.59,3600
donate to pakistan,1300,0.00,0,0,0.00,590
text to donate,9900,0.00,0,0,0.00,4400
doctors without borders,201000,0.16,1,86.26,13.80,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,1000,0.00,0,0,0.00,58
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.00,0,0,0.00,49500
swine flu,368000,0.88,1,57.37,50.22,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.00,0,0,0.00,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.25,1,4.09,1.04,165000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.20,1,401.55,81.71,301000
myspace layouts,246000,0.00,0,0,0.00,135000
michael jackson,16600000,0.50,1,4.69,2.36,3350000
national city bank,165000,1.28,1,8.63,11.07,135000
chatroulette,20400000,0.21,1,80,17.12,2740000
friv,55600000,0.00,0,0,0.00,1220000
myxer,673000,0.50,1,26.95,13.52,550000
twitter,151000000,2.52,1,171.95,433.89,30400000
gamezer,16600000,0.00,0,0,0.00,165000
facebook,3760000000,5.00,1,61.78,308.96,338000000
insurance,55600000,4.79,1,11042.32,"52,931.85",24900000
loans,20400000,16.63,1,5634.08,"93,671.49",11100000
mortgage,16600000,3.07,1,4695.19,"14,406.38",11100000
attorney,16600000,1.41,1,3001.12,"4,228.04",11100000
credit,101000000,2.21,1,1161.52,"2,561.34",37200000
lawyer,13600000,1.72,1,2331.73,"3,999.91",9140000
donate,2740000,1.21,1,452.29,548.12,1220000
degree,16600000,2.68,1,706.8,"1,897.59",9140000
hosting,11100000,10.18,1.01,1284.85,"13,076.85",2740000
claim,7480000,0.78,1,4.77,3.73,3350000
conference call,450000,10.52,1,530.74,"5,583.14",246000
trading,20400000,3.39,1,699.37,"2,372.59",6120000
software,151000000,2.56,1,53.85,138.06,30400000
recovery,20400000,2.89,1,108.57,313.95,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.00,0,0,0.00,165000
classes,68000000,1.68,1,131.38,221.23,24900000
rehab,6120000,2.13,1,1524.19,"3,246.77",2740000
treatment,37200000,1.30,1,6.32,8.20,16600000
cord blood,135000,10.38,1,148.18,"1,537.85",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,880,0.00,0,0,0.00,590
law lemon wisconsin,1600,0.00,0,0,0.00,1300
hair removal washington dc,1600,0.00,0,0,0.00,880
domain registration yahoo,4400,0.00,0,0,0.00,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.29,1,4.04,1.15,27100
yahoo web hosting,33100,5.53,1,90.03,498.24,22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,19.95,1,39.16,781.16,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,49500,1.61,1,13,20.90,40500
adverse credit remortgage,1000,0.00,0,0,0.00,590
mesothelioma information,2900,0.50,1,5.65,2.84,1300
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,5400,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,19.40,1,68.03,"1,319.61",6600
angeles drug los rehab,2400,0.00,0,0,0.00,1900
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.00,0,0,0.00,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.20,1,19.38,3.94,27100
at t wireless,823000,0.74,1,79.36,58.54,368000
home equity loan,165000,4.97,1,213.14,"1,060.22",135000
mcsa boot camp,390,0.00,0,0,0.00,260
anti spam appliance,1600,0.00,0,0,0.00,720
adverse remortgage,1600,0.00,0,0,0.00,720
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,18100,0.00,0,0,0.00,18100
at and t,277000000,0.64,1,872.2,555.52,83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1600
mesothelioma,246000,8.19,1,834.88,"6,841.45",135000
buy gift card,201000,12.06,1,52.8,636.76,165000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,0.00,0,0,0.00,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,5.51,1,4.68,25.82,2900
uk homeowner loans,720,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,8100
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,1.09,1,4.34,4.74,22200
federal criminal defense attorney,2400,3.87,1,10.95,42.38,1900
laser hair removal manhattan,1000,0.00,0,0,0.00,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,170,0.00,0,0,0.00,110
miami personal injury lawyer,6600,0.00,0,0,0.00,5400
hair removal chicago,4400,0.00,0,0,0.00,3600
at and t cell phones,110000,2.22,1,29.11,64.61,74000
refinance with bad credit,33100,1.85,1,21.93,40.61,27100
malignant mesothelioma,8100,9.02,1,4.83,43.53,3600
lease management software,1900,2.42,1,23.5,56.87,880
primary pulmonary hypertension,6600,1.03,1,20.76,21.28,3600
miami personal injury attorney,6600,15.71,1,17.38,273.07,5400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,165000,10.97,1.01,1110.29,"12,180.50",110000
egg credit,14800,0.00,0,0,0.00,1000
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,8.76,1,251.65,"2,205.42",135000
google adsense,1220000,0.58,1,349.58,202.56,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,4400,0.00,0,0,0.00,3600
employee leasing,14800,1.38,1,20.54,28.28,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,0.00,0,0,0.00,9900
symptoms of mesothelioma,9900,0.60,1,4.92,2.97,6600
city hair laser new removal york,1300,0.00,0,0,0.00,1000
att wireless com,4400,0.50,1,10.67,5.31,4400
san diego dui lawyer,6600,4.50,1,4.04,18.17,5400
indiana law lemon,1600,0.00,0,0,0.00,1300
law lemon michigan,2400,0.00,0,0,0.00,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,24.49,1,4.22,103.40,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,0.00,0,0,0.00,135000
e loan,90500,0.00,0,0,0.00,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,2.12,1,225.26,477.04,33100
mortgage rates refinancing,22200,2.91,1,19.36,56.38,18100
attorney law lemon,6600,2.35,1,4.13,9.72,5400
consolidate student loans,60500,1.26,1,153.91,193.23,49500
home equity loans,165000,2.80,1,78,218.14,135000
mesothilioma,720,0.00,0,0,0.00,480
new york personal injury lawyer,22200,6.75,1,9.82,66.33,14800
home equity loan rates,27100,5.34,1,75.18,401.76,22200
auto insurance quotes,201000,15.30,1,5609.05,"85,795.31",165000
georgia law lemon,2400,0.00,0,0,0.00,2400
homeowner loans,18100,0.00,0,0,0.00,6600
equity loan rates,27100,0.00,0,0,0.00,22200
administration lease software,590,2.71,1,4.61,12.49,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,0.49,1,3.7,1.81,880
mesothelioma prognosis,3600,0.00,0,0,0.00,2400
second mortgages,60500,1.24,1,25.65,31.68,40500
auto century insurance,9900,5.31,1,15.99,84.91,9900
employee florida leasing,1000,0.00,0,0,0.00,880
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,6.95,1,22.56,156.78,165000
personal injury attorney colorado,5400,0.00,0,0,0.00,4400
accident lawyer michigan,3600,10.28,1,4.66,47.90,2400
refinancing with bad credit,27100,1.66,1,8.46,14.06,18100
home equity line of credit rates,12100,3.64,1,11.66,42.48,9900
federal consolidation,27100,0.00,0,0,0.00,22200
non profit debt consolidation,9900,13.16,1,100.23,"1,318.85",8100
pay per click affiliate,9900,9.26,1,16.58,153.50,4400
city hair new removal york,1900,0.00,0,0,0.00,1600
acid reflux disease diet,1300,0.00,0,0,0.00,720
refinance poor credit,4400,2.97,1,13.31,39.53,3600
equity loans,201000,4.39,1,57.3,251.29,165000
student loan consolidate,60500,5.12,1,24.36,124.68,49500
consolidate loans,74000,3.47,1,26.09,90.64,74000
secured loans,110000,9.38,1,5.43,50.92,49500
criminal lawyer new york,9900,3.49,1,8.3,28.98,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,9900,12.55,1,4.42,55.48,8100
los angeles dui lawyer,9900,16.63,1,5.22,86.78,8100
att prepaid,135000,0.68,1,85.98,58.61,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,5400,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,15.28,1,53.17,812.37,12100
comcast high speed,14800,0.00,0,0,0.00,14800
personal yahoo,22200,0.50,1,4.97,2.50,9900
san diego dui attorney,6600,0.00,0,0,0.00,5400
michigan personal injury,6600,0.00,0,0,0.00,5400
automobile law lemon,6600,0.00,0,0,0.00,5400
cheap insurance life term,8100,48.56,1,79.74,"3,871.80",6600
home loans refinancing,18100,8.67,1,49.68,430.47,12100
consolidate college loans,1000,0.91,1,4.38,4.01,880
cheap life insurance,33100,28.68,1,241.45,"6,925.74",22200
vioxx law suit,210,0.00,0,0,0.00,140
student loan refinance,14800,2.07,1,59.56,123.29,12100
car hire alicante spain,5400,0.00,0,0,0.00,720
tax attorney,135000,5.56,1,528.89,"2,942.16",110000
refinancing my home,1900,0.00,0,0,0.00,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,1.26,1,5.12,6.44,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,0.76,1,20,15.25,673000
criminal defense attorney los angeles,8100,13.11,1,5.12,67.07,6600
commodity online trading,8100,0.00,0,0,0.00,2400
home equity rates,40500,7.22,1,29.58,213.68,40500
adsense,4090000,0.24,1,1138.73,268.98,823000
law lemon mass,1600,0.00,0,0,0.00,1600
equity home,368000,0.00,0,0,0.00,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,301000,5.40,1,8.61,46.52,201000
alicante car rental spain,5400,0.00,0,0,0.00,720
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,16.11,1,4.92,79.19,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,14800
at and t mobile,16600000,0.00,0,0,0.00,7480000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,0.00,0,0,0.00,2400
health insurance temporary,12100,0.00,0,0,0.00,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,135000,35.95,1,306.86,"11,031.71",110000
cheap insurance medical,14800,6.77,1,55.14,373.43,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,39.70,1,4.16,165.08,1300
home refinance loans,27100,2.83,1,7.41,20.98,18100
eloan,27100,0.92,1,14.27,13.19,14800
life insurance quote,165000,8.04,1,842.13,"6,774.12",110000
cheap life assurance,33100,0.00,0,0,0.00,18100
