Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,4.88,1,5.38,26.26,2900
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,0.38,1,7.1,2.70,4400
hcg diet,1000000,1.15,1,11.03,12.63,823000
dr oz,2240000,0.84,1,236.69,198.56,1830000
aspergers,1830000,0.63,1,265.03,166.29,673000
mcdonalds nutrition,368000,0.24,1,563.03,135.71,301000
vitamin d deficiency,301000,1.10,1,238.07,262.17,201000
appendicitis symptoms,135000,0.51,1,19.05,9.63,90500
cholera,673000,0.51,1,37.88,19.15,165000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,58
whooping cough,301000,0.52,1,40.56,20.94,201000
donate to haiti,6600,1.37,1,11.09,15.15,3600
donate to pakistan,1300,0.00,0,0,0.00,590
text to donate,9900,3.20,1,6.37,20.40,4400
doctors without borders,201000,0.26,1,85.57,22.32,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,4400,0.00,0,0,0.00,3600
donate blood australia,1000,0.00,0,0,0.00,58
donate now button,1000,0.00,0,0,0.00,720
csl plasma,49500,0.51,1,2,1.01,49500
swine flu,368000,0.51,1,35.95,18.24,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.51,1,2.01,1.02,450000
mininova,823000,0.00,0,0,0.00,90500
susan boyle,673000,0.00,0,0,0.00,165000
slumdog millionaire,450000,0.00,0,0,0.00,90500
circuit city,450000,0.20,1,346.95,70.81,301000
myspace layouts,246000,0.00,0,0,0.00,135000
michael jackson,16600000,0.51,1,19.42,9.94,3350000
national city bank,165000,0.51,1,7.1,3.59,135000
chatroulette,20400000,0.33,1,135.1,45.24,2740000
friv,55600000,0.00,0,0,0.00,1220000
myxer,673000,0.51,1,8.01,4.05,550000
twitter,151000000,2.50,1,643.75,"1,610.59",30400000
gamezer,16600000,0.00,0,0,0.00,165000
facebook,3760000000,5.00,1,101.24,506.56,338000000
insurance,55600000,4.30,1,10555,"45,413.97",24900000
loans,20400000,15.27,1,5009.41,"76,468.72",11100000
mortgage,16600000,3.24,1,3915.84,"12,694.78",11100000
attorney,16600000,1.62,1,2620.34,"4,241.91",11100000
credit,101000000,2.46,1,1066.16,"2,624.85",37200000
lawyer,13600000,1.60,1,1774.78,"2,831.71",9140000
donate,2740000,1.23,1,552.58,678.40,1220000
degree,16600000,2.86,1,778.58,"2,222.92",9140000
hosting,11100000,13.27,1.01,1281.15,"17,001.80",2740000
claim,7480000,0.00,0,0,0.00,3350000
conference call,450000,11.40,1,519.7,"5,923.05",246000
trading,20400000,2.80,1,905.07,"2,534.94",6120000
software,151000000,2.50,1,119,297.73,30400000
recovery,20400000,2.60,1,130.13,338.16,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,1.08,1,3.49,3.77,165000
classes,68000000,1.12,1,64.66,72.10,24900000
rehab,6120000,2.51,1,1686.98,"4,231.50",2740000
treatment,37200000,1.46,1,70.24,102.24,16600000
cord blood,135000,7.78,1,174.6,"1,358.36",74000
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,0.00,0,0,0.00,4400
dc hair laser removal washington,880,0.00,0,0,0.00,590
law lemon wisconsin,1600,0.00,0,0,0.00,1300
hair removal washington dc,1600,0.00,0,0,0.00,880
domain registration yahoo,4400,1.63,1,1.44,2.35,2400
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,60500,0.00,0,0,0.00,27100
yahoo web hosting,33100,18.16,1,52.48,952.95,22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,6.94,1,10.02,69.57,3600
ca lemon law,8100,0.00,0,0,0.00,6600
best buy gift card,49500,0.56,1,3.96,2.22,40500
adverse credit remortgage,1000,0.00,0,0,0.00,590
mesothelioma information,2900,0.86,1,5.79,4.98,1300
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,5400,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,1900
mesothelioma symptoms,9900,16.79,1,61.89,"1,039.00",6600
angeles drug los rehab,2400,0.00,0,0,0.00,1900
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.00,0,0,0.00,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.20,1,13.72,2.77,27100
at t wireless,823000,0.45,1,41.89,18.65,368000
home equity loan,165000,8.66,1,229.01,"1,982.38",135000
mcsa boot camp,390,0.00,0,0,0.00,260
anti spam appliance,1600,0.00,0,0,0.00,720
adverse remortgage,1600,0.00,0,0,0.00,720
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,18100,1.46,1,4.5,6.56,18100
at and t,277000000,0.61,1,1182.91,720.03,83100000
laser hair removal maryland,1900,2.18,1,4.62,10.08,1600
mesothelioma,246000,5.35,1,953.34,"5,101.54",135000
buy gift card,201000,10.07,1,30.57,307.84,165000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1000,0.00,0,0,0.00,720
california law lemon,12100,9.12,1,3.52,32.10,9900
event management security,8100,0.69,1,4.12,2.84,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,29.54,1,8.42,248.57,2900
uk homeowner loans,720,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,8100
criminal defense federal lawyer,2400,0.00,0,0,0.00,1900
american singles,49500,4.15,1,12.27,50.94,22200
federal criminal defense attorney,2400,1.76,1,6.17,10.87,1900
laser hair removal manhattan,1000,0.00,0,0,0.00,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,170,0.00,0,0,0.00,110
miami personal injury lawyer,6600,15.06,1,4.17,62.86,5400
hair removal chicago,4400,1.52,1,3.95,5.99,3600
at and t cell phones,110000,13.26,1,34.29,454.67,74000
refinance with bad credit,33100,1.40,1,10.93,15.30,27100
malignant mesothelioma,8100,0.00,0,0,0.00,3600
lease management software,1900,6.03,1,8.47,51.10,880
primary pulmonary hypertension,6600,0.51,1,39.82,20.39,3600
miami personal injury attorney,6600,11.35,1,12.39,140.60,5400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,165000,16.31,1.01,564.66,"9,210.93",110000
egg credit,14800,0.00,0,0,0.00,1000
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,7.82,1,221.83,"1,734.35",135000
google adsense,1220000,0.81,1,409.27,330.47,301000
best consolidation loan student,1900,0.00,0,0,0.00,1600
refinance with poor credit,4400,3.55,1,7.25,25.69,3600
employee leasing,14800,1.96,1,28.04,55.03,12100
student loan consolidation center,390,0.00,0,0,0.00,140
buyer mortgage note,1900,0.00,0,0,0.00,1600
federal student loan consolidation,9900,1.21,1,2.26,2.73,9900
symptoms of mesothelioma,9900,14.04,1,9.21,129.35,6600
city hair laser new removal york,1300,0.00,0,0,0.00,1000
att wireless com,4400,0.38,1,9.33,3.55,4400
san diego dui lawyer,6600,4.26,1,2.25,9.56,5400
indiana law lemon,1600,0.00,0,0,0.00,1300
law lemon michigan,2400,0.00,0,0,0.00,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,8.43,1,10.62,89.45,3600
action class lawsuit vioxx,590,0.00,0,0,0.00,320
term life assurance,201000,4.48,1,3.28,14.70,135000
e loan,90500,0.00,0,0,0.00,22200
celebrex lawyer,1300,0.00,0,0,0.00,320
vasectomy reversal,49500,2.32,1,188.84,437.91,33100
mortgage rates refinancing,22200,5.01,1,10.81,54.19,18100
attorney law lemon,6600,28.12,1,5.84,164.27,5400
consolidate student loans,60500,1.31,1,125.9,164.53,49500
home equity loans,165000,4.89,1,76.37,373.42,135000
mesothilioma,720,0.00,0,0,0.00,480
new york personal injury lawyer,22200,3.63,1,13.16,47.76,14800
home equity loan rates,27100,5.19,1,84.38,437.94,22200
auto insurance quotes,201000,13.82,1,4887.92,"67,531.63",165000
georgia law lemon,2400,0.00,0,0,0.00,2400
homeowner loans,18100,1.84,1,3.39,6.23,6600
equity loan rates,27100,0.00,0,0,0.00,22200
administration lease software,590,1.04,1,3.14,3.25,390
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,110000
microsoft anti spam,2400,0.00,0,0,0.00,880
mesothelioma prognosis,3600,0.00,0,0,0.00,2400
second mortgages,60500,3.85,1,5.84,22.46,40500
auto century insurance,9900,1.48,1,3.49,5.19,9900
employee florida leasing,1000,0.00,0,0,0.00,880
federal consolidation loan,22200,0.00,0,0,0.00,22200
equity loan,246000,6.86,1,13.15,90.25,165000
personal injury attorney colorado,5400,0.00,0,0,0.00,4400
accident lawyer michigan,3600,25.90,1,3.92,101.40,2400
refinancing with bad credit,27100,5.20,1,11.66,60.66,18100
home equity line of credit rates,12100,0.65,1,1.75,1.14,9900
federal consolidation,27100,0.00,0,0,0.00,22200
non profit debt consolidation,9900,20.96,1,85.25,"1,786.44",8100
pay per click affiliate,9900,5.18,1,3.76,19.50,4400
city hair new removal york,1900,0.00,0,0,0.00,1600
acid reflux disease diet,1300,3.01,1,9.24,27.85,720
refinance poor credit,4400,1.04,1,7.57,7.87,3600
equity loans,201000,1.86,1,69.94,130.05,165000
student loan consolidate,60500,19.05,1,4.24,80.73,49500
consolidate loans,74000,4.64,1,49.77,231.17,74000
secured loans,110000,1.06,1,3.97,4.19,49500
criminal lawyer new york,9900,3.14,1,14.76,46.40,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,9900,13.93,1,10.84,151.01,8100
los angeles dui lawyer,9900,7.58,1,8.94,67.81,8100
att prepaid,135000,1.98,1,110.65,219.25,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,5400,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.52,1,3.8,1.97,2900
laser hair removal new york,14800,12.29,1,20.2,248.36,12100
comcast high speed,14800,9.60,1,15.37,147.54,14800
personal yahoo,22200,0.00,0,0,0.00,9900
san diego dui attorney,6600,4.66,1,4.18,19.45,5400
michigan personal injury,6600,0.00,0,0,0.00,5400
automobile law lemon,6600,0.00,0,0,0.00,5400
cheap insurance life term,8100,14.60,1,19.74,288.33,6600
home loans refinancing,18100,6.34,1,31.77,201.54,12100
consolidate college loans,1000,1.59,1,40.33,64.20,880
cheap life insurance,33100,27.22,1,181.78,"4,947.91",22200
vioxx law suit,210,0.00,0,0,0.00,140
student loan refinance,14800,5.52,1,21.81,120.46,12100
car hire alicante spain,5400,0.00,0,0,0.00,720
tax attorney,135000,4.56,1,452.86,"2,063.30",110000
refinancing my home,1900,0.00,0,0,0.00,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,0.00,0,0,0.00,110000
litigation vioxx,1600,0.00,0,0,0.00,1000
at and t phones,823000,2.10,1,24.85,52.29,673000
criminal defense attorney los angeles,8100,0.73,1,2.15,1.56,6600
commodity online trading,8100,0.00,0,0,0.00,2400
home equity rates,40500,3.92,1,24.23,94.93,40500
adsense,4090000,0.38,1,1074.27,411.77,823000
law lemon mass,1600,0.25,1,1.87,0.46,1600
equity home,368000,0.00,0,0,0.00,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,301000,11.33,1,10.91,123.59,201000
alicante car rental spain,5400,0.00,0,0,0.00,720
attorney defense federal,4400,2.12,1,3.89,8.26,3600
san diego criminal attorney,9900,11.86,1,4.53,53.67,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,14800
at and t mobile,16600000,0.00,0,0,0.00,7480000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,0.00,0,0,0.00,2400
health insurance temporary,12100,11.49,1,4.89,56.25,9900
compensation mesothelioma,3600,0.00,0,0,0.00,1000
21st century insurance,135000,16.09,1,317.94,"5,116.55",110000
cheap insurance medical,14800,4.63,1,82.35,381.65,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,1900,8.57,1,7.7,65.99,1300
home refinance loans,27100,4.57,1,2.72,12.44,18100
eloan,27100,0.00,0,0,0.00,14800
life insurance quote,165000,10.61,1,782.15,"8,302.51",110000
