Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
training in sql,74000,0.00,0,0,0.00,27100
android application development tools,2400,0.00,0,0,0.00,880
uk mobile sim card,1000,0.00,0,0,0.00,170
buy uk sim card,880,0.00,0,0,0.00,170
c5650 toner,1900,0.00,0,0,0.00,73
database driven web page,2400,0.00,0,0,0.00,1000
cost of sim card,12100,0.00,0,0,0.00,4400
database driven web,5400,0.00,0,0,0.00,1900
microsoft access 2010 training,1000,0.68,1,5.48,3.72,590
3g broadband router,6600,0.00,0,0,0.00,1600
sim card in uk,18100,0.00,0,0,0.00,2900
cheap ink cartridges brother,590,0.00,0,0,0.00,320
google android app development,590,0.00,0,0,0.00,260
stock photography books,590,0.00,0,0,0.00,260
google android app developer,320,0.00,0,0,0.00,170
pre pay sim,5400,0.00,0,0,0.00,1600
pre pay sim card,2400,0.00,0,0,0.00,1300
international mobile broadband pay as you go,46,0.00,0,0,0.00,0
learning sql server 2008,1900,1.88,1,7.1,13.33,390
cheap ink for brother printer,390,0.00,0,0,0.00,170
buy pay as you go sim card,390,0.00,0,0,0.00,58
pay as you go sim card,22200,11.41,1,4.67,53.24,2900
pay as go sim,74000,0.00,0,0,0.00,5400
solar power and home,110000,0.00,0,0,0.00,60500
developing mobile application,8100,0.00,0,0,0.00,2400
sim card pay,27100,2.05,1,3.63,7.45,4400
solar for your home,27100,0.00,0,0,0.00,14800
notebook laptops,11100000,3.73,1,71.69,267.45,1830000
notebooks and laptops,9140000,0.00,0,0,0.00,1830000
notebooks & laptops,9140000,0.00,0,0,0.00,1830000
notebooks and laptop,7480000,0.00,0,0,0.00,2740000
mobile phones mobile phone,7480000,0.00,0,0,0.00,2740000
laptop or notebook,7480000,0.00,0,0,0.00,1830000
laptop and notebook,7480000,0.00,0,0,0.00,1830000
is a notebook a laptop,7480000,0.00,0,0,0.00,1830000
tv or lcd,6120000,0.00,0,0,0.00,1220000
dress prom dress,4090000,0.00,0,0,0.00,2240000
digital cameras digital cameras,4090000,0.00,0,0,0.00,1500000
dress prom dresses,3350000,0.00,0,0,0.00,2240000
digital camera digital cameras,4090000,0.00,0,0,0.00,1220000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,49500
canon powershot,2240000,0.54,1,795.19,429.15,673000
canon canon powershot,2240000,0.00,0,0,0.00,673000
of the vanities,2240000,0.00,0,0,0.00,1500000
lumix by panasonic,2240000,0.00,0,0,0.00,368000
camera with camcorder,1830000,0.00,0,0,0.00,673000
best phones,1830000,4.34,1,9.3,40.35,823000
kinect for xbox,1500000,1.46,1,43.16,63.13,550000
canon canon camera,1830000,0.00,0,0,0.00,673000
g shock g,1830000,0.25,1,2.54,0.63,550000
canon pixma,1830000,1.52,1,154.15,234.34,246000
panasonic dmc,1830000,1.93,1,187.69,362.48,246000
tv 32 in,1500000,0.00,0,0,0.00,301000
coolpix nikon,1830000,0.61,1,9.8,5.96,450000
nikon coolpix,1830000,5.66,1,1182.15,"6,685.87",450000
lumix dmc,1500000,3.66,1,7.72,28.23,201000
ixus i,1500000,0.00,0,0,0.00,40500
ink for cartridges,1500000,0.00,0,0,0.00,673000
ink cartridges for,1500000,1.52,1,4.97,7.54,673000
ink cartridges,1500000,5.10,1,357.28,"1,823.15",673000
hidden object,1500000,0.79,1,242.2,190.22,450000
cartridge and ink,1500000,0.00,0,0,0.00,673000
ink for cartridge,1500000,0.00,0,0,0.00,673000
ink & cartridge,1500000,0.00,0,0,0.00,673000
dr martens,1220000,1.05,1,794.14,836.91,301000
camcorders with camera,1500000,0.00,0,0,0.00,673000
camera and camcorders,1500000,0.00,0,0,0.00,673000
ink for print,1220000,0.00,0,0,0.00,673000
and mens clothing,1220000,0.00,0,0,0.00,673000
samsung phones,1220000,1.46,1,2482.24,"3,624.54",301000
fujifilm finepix,1220000,0.34,1,60.8,20.96,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,550000
canon lens lens,1220000,0.00,0,0,0.00,550000
hdmi cable hdmi,1220000,0.00,0,0,0.00,550000
a movie camera,1220000,0.00,0,0,0.00,550000
the movie camera,1220000,0.00,0,0,0.00,550000
toner and cartridges,1220000,0.00,0,0,0.00,550000
razors shavers,1220000,0.00,0,0,0.00,550000
the canon 5d,1220000,0.00,0,0,0.00,301000
shavers razors,1220000,0.00,0,0,0.00,550000
canon 5d,1220000,0.55,1,295.78,163.24,301000
dmc panasonic lumix,1220000,0.00,0,0,0.00,165000
the nikon d90,1000000,0.00,0,0,0.00,201000
clothing for cheap,1000000,1.81,1,77.12,139.32,673000
i station docking station,1000000,0.00,0,0,0.00,368000
pc notebook,1000000,4.19,1,138.01,577.91,246000
a wrinkle in,1000000,0.00,0,0,0.00,550000
ink cartridges toner cartridges,1000000,9.40,1,3.12,29.31,450000
canon is cameras,1220000,0.00,0,0,0.00,450000
canon cameras,1220000,8.98,1,1359.43,"12,205.53",450000
photos stock,1000000,5.59,1,345.28,"1,931.20",368000
nikon camera,1000000,11.88,1.02,825.21,"9,803.20",368000
phones and prices,1000000,0.00,0,0,0.00,60500
dvd to dvd recorder,1000000,0.00,0,0,0.00,301000
toner print cartridge,1000000,0.00,0,0,0.00,450000
hdmi to hdmi cables,1000000,0.60,1,38.59,23.08,450000
blu ray players,823000,1.31,1,195.98,257.52,450000
bluray players,823000,1.90,1,5.07,9.62,450000
lcd and hd,823000,0.00,0,0,0.00,301000
watch mens watch,823000,0.00,0,0,0.00,450000
hard disk drives external,823000,0.00,0,0,0.00,450000
cannon and camera,823000,0.00,0,0,0.00,301000
used it books,823000,0.00,0,0,0.00,550000
tv samsung led,-,1.31,1,23.17,30.44,-
led tv by samsung,823000,0.00,0,0,0.00,135000
printer ink for,823000,0.00,0,0,0.00,368000
printer with ink,823000,0.00,0,0,0.00,368000
printer and ink,823000,0.00,0,0,0.00,368000
dresses for kids,823000,1.52,1,19.66,29.92,450000
notebook samsung,823000,0.00,0,0,0.00,60500
powershot sx,823000,0.00,0,0,0.00,135000
wedding shoes shoes,823000,0.00,0,0,0.00,368000
the best laptops,823000,0.00,0,0,0.00,450000
shoes wedding,823000,0.78,1,139.93,108.78,368000
dresses maxi,823000,0.82,1,9.35,7.66,246000
laptop battery for,823000,0.00,0,0,0.00,368000
detector metal metal detector,823000,0.00,0,0,0.00,368000
phone pay as,823000,0.00,0,0,0.00,450000
watches for mens,823000,0.00,0,0,0.00,450000
kinect on xbox 360,823000,0.00,0,0,0.00,246000
kinect for xbox 360,823000,1.67,1,106.66,177.90,246000
security and camera,673000,0.00,0,0,0.00,450000
camera for security,673000,0.00,0,0,0.00,450000
lcd monitors,823000,0.64,1,67.09,43.16,246000
duvet and duvet covers,823000,0.00,0,0,0.00,368000
jon bon jovi dead,880,0.00,0,0,0.00,260
kardashian christmas card,22200,0.67,1,14.61,9.86,18100
49ers,1220000,0.51,1,255.22,129.10,823000
steelers,2740000,0.54,1,86.35,46.45,2240000
dark knight rises trailer,165000,0.00,0,0,0.00,90500
san francisco 49ers,201000,0.51,1,148.07,74.90,165000
ben roethlisberger,246000,0.00,0,0,0.00,201000
pittsburgh steelers,673000,0.51,1,763.08,386.87,550000
snooki,1500000,0.51,1,26.76,13.53,1000000
clippers,2240000,1.13,1,24.85,27.98,1000000
49ers news,27100,0.00,0,0,0.00,27100
lakers,2740000,0.52,1,828.19,428.62,1830000
james harrison,110000,0.00,0,0,0.00,90500
martial law,135000,0.51,1,1.99,1.01,60500
antonio brown,27100,0.00,0,0,0.00,22200
gpa calculator,550000,0.51,1,34.5,17.45,450000
johnny knox,27100,0.00,0,0,0.00,18100
yu darvish,12100,0.00,0,0,0.00,8100
kobe bryant,1220000,0.00,0,0,0.00,673000
lil kim,823000,0.00,0,0,0.00,550000
justin bieber,37200000,0.53,1,429.23,228.01,9140000
shakira,16600000,0.55,1,21.01,11.58,1000000
eminem,16600000,0.27,1,10.04,2.69,5000000
netflix,24900000,0.21,1,44147.13,"9,266.51",24900000
youtube videos,30400000,0.28,1,2102.99,593.98,3350000
lady gaga,24900000,2.50,1,3.88,9.71,6120000
kesha,5000000,0.00,0,0,0.00,1830000
nicki minaj,11100000,0.50,1,11.77,5.93,6120000
grooveshark,7480000,0.51,1,2.07,1.05,2740000
transformers 3,7480000,0.51,1,2.66,1.35,1220000
mundial 2010,-,0.00,0,0,0.00,-
olympics,7480000,0.67,1,58.82,39.52,2240000
espn3,1500000,0.00,0,0,0.00,1220000
fifa 11,7480000,0.56,1,187.8,104.56,450000
randy moss,368000,0.00,0,0,0.00,301000
miami heat,1220000,0.51,1,459.34,234.09,1000000
mourinho,1220000,0.00,0,0,0.00,49500
wayne rooney,673000,0.00,0,0,0.00,110000
cricket live score,3350000,0.00,0,0,0.00,60500
david villa,550000,0.00,0,0,0.00,40500
ipad,68000000,1.11,1,20839.16,"23,188.82",16600000
iphone 4,37200000,1.76,1,12208.56,"21,467.96",7480000
nokia 5530,2240000,0.00,0,0,0.00,14800
htc evo 4g,450000,1.37,1,385.57,528.54,301000
nokia n900,823000,0.00,0,0,0.00,40500
blackberry apps,1500000,0.92,1,13.15,12.14,368000
duracell mygrid,74000,2.34,1,32.69,76.52,33100
트위터,-,0.00,0,0,0.00,-
otterbox,1000000,6.23,1,3526.61,"21,982.08",823000
pdanet,450000,0.53,1,23.35,12.37,246000
masterchef,2740000,0.00,0,0,0.00,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.48,1,457.21,220.11,5000000
jimmy johns,1220000,0.22,1,1639.16,355.66,1220000
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,201000,1.67,1,124.45,208.23,49500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,165000,0.51,1,62.07,31.39,135000
applebees menu,201000,0.25,1,15.88,3.91,201000
rachel ray,1220000,0.51,1,4.55,2.30,1220000
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.00,0,0,0.00,2740000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,450000,0.00,0,0,0.00,201000
kew gardens,201000,0.51,1,3.76,1.90,60500
tour eiffel,823000,0.00,0,0,0.00,27100
oxford street,673000,0.00,0,0,0.00,40500
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,2.50,1,7.66,19.18,4090000
selena gomez,20400000,0.51,1,49.71,25.14,4090000
kim kardashian,13600000,0.84,1,513.51,432.53,6120000
miley cyrus,13600000,0.00,0,0,0.00,3350000
taylor lautner,2240000,0.51,1,5.09,2.58,673000
megan fox,6120000,0.51,1,2,1.01,1500000
robert pattinson,4090000,0.00,0,0,0.00,1000000
haiti,5000000,0.64,1,340.37,217.12,1830000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.50,1,4.85,2.44,5000000
earthquake,13600000,0.51,1,47.38,23.97,6120000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,0.48,1,39.36,18.71,60500
oil spill,823000,0.56,1,19.91,11.09,550000
vancouver 2010,201000,0.00,0,0,0.00,22200
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.00,0,0,0.00,3600
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,22200
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,1.29,1,4.9,6.31,4400
hcg diet,1000000,0.43,1,357.85,154.65,823000
dr oz,2240000,0.78,1,106.79,83.26,1500000
aspergers,1830000,0.88,1,298.93,263.67,673000
mcdonalds nutrition,368000,0.00,0,0,0.00,301000
vitamin d deficiency,301000,1.31,1,232.19,303.82,201000
appendicitis symptoms,165000,0.51,1,19.39,9.81,110000
cholera,823000,0.51,1,3.27,1.65,246000
nfp,673000,0.00,0,0,0.00,49500
vacina h1n1,9900,0.00,0,0,0.00,28
whooping cough,301000,0.94,1,366.71,344.34,201000
donate to haiti,6600,0.00,0,0,0.00,4400
donate to pakistan,1600,0.00,0,0,0.00,720
text to donate,9900,3.82,1,7.04,26.91,4400
doctors without borders,201000,0.38,1,66.98,25.25,90500
download to donate,14800,0.00,0,0,0.00,1600
red cross canada,33100,0.00,0,0,0.00,1300
blood donation restrictions,5400,0.28,1,2.41,0.66,3600
donate blood australia,880,0.00,0,0,0.00,22
donate now button,880,0.00,0,0,0.00,590
csl plasma,49500,0.00,0,0,0.00,40500
swine flu,450000,0.81,1,30.92,25.05,90500
wamu,301000,0.00,0,0,0.00,165000
new moon,1220000,0.00,0,0,0.00,450000
mininova,1000000,0.00,0,0,0.00,90500
susan boyle,673000,0.23,1,23.05,5.21,201000
slumdog millionaire,450000,0.00,0,0,0.00,110000
circuit city,450000,0.24,1,388.32,92.68,301000
myspace layouts,368000,0.00,0,0,0.00,246000
michael jackson,16600000,1.08,1,39.05,42.15,3350000
national city bank,165000,5.42,1,15.34,83.19,135000
chatroulette,20400000,1.17,1,10.41,12.18,2740000
friv,45500000,0.00,0,0,0.00,823000
myxer,673000,0.51,1,13.09,6.62,673000
twitter,124000000,2.50,1,514.12,"1,286.12",24900000
gamezer,16600000,0.00,0,0,0.00,110000
facebook,3760000000,5.00,1,113.86,569.37,338000000
insurance,68000000,6.12,1,8963.08,"54,827.75",30400000
loans,20400000,10.21,1,5830.97,"59,549.30",11100000
mortgage,16600000,2.85,1,4797.17,"13,690.55",11100000
attorney,16600000,1.41,1,2401.15,"3,386.90",13600000
credit,101000000,5.65,1,2313.68,"13,072.98",37200000
lawyer,13600000,1.43,1,1586.89,"2,262.83",9140000
donate,2740000,2.04,1,1038.49,"2,118.97",1220000
degree,16600000,2.87,1,586.35,"1,680.91",9140000
hosting,11100000,12.04,1.03,992.26,"11,946.23",2740000
claim,7480000,1.11,1,8.87,9.88,4090000
conference call,450000,9.86,1,325.02,"3,205.20",246000
trading,20400000,1.60,1,866.77,"1,385.92",6120000
software,151000000,3.99,1,9237.52,"36,861.23",30400000
recovery,20400000,2.50,1,94.01,235.37,7480000
transfer,45500000,0.00,0,0,0.00,13600000
gas electricity,450000,0.45,1,4.86,2.18,165000
classes,68000000,2.58,1,191.77,494.92,24900000
rehab,6120000,1.90,1,1368.34,"2,593.85",3350000
treatment,37200000,1.05,1,43.95,46.02,16600000
cord blood,135000,3.49,1,147.77,515.34,90500
domains yahoo,33100,0.00,0,0,0.00,18100
domain name yahoo,6600,16.95,1,37.93,642.81,4400
dc hair laser removal washington,1000,0.00,0,0,0.00,720
law lemon wisconsin,1600,0.00,0,0,0.00,1600
hair removal washington dc,1600,0.00,0,0,0.00,1000
domain registration yahoo,4400,0.00,0,0,0.00,2900
benchmark lending,4400,0.00,0,0,0.00,1000
domain yahoo,74000,0.00,0,0,0.00,27100
yahoo web hosting,40500,1.31,1,18,23.49,22200
hair laser removal virginia,4400,0.00,0,0,0.00,3600
peritoneal mesothelioma,6600,65.44,1,7.25,474.46,3600
ca lemon law,8100,0.00,0,0,0.00,8100
best buy gift card,40500,0.00,0,0,0.00,33100
adverse credit remortgage,1300,0.00,0,0,0.00,590
mesothelioma information,2900,0.00,0,0,0.00,1600
law lemon ohio,2900,0.00,0,0,0.00,2900
att call conference,6600,0.00,0,0,0.00,5400
insurance medical temporary,1900,0.00,0,0,0.00,1600
illinois law lemon,2400,0.00,0,0,0.00,2400
mesothelioma symptoms,9900,12.46,1,52,648.02,6600
angeles drug los rehab,2400,0.00,0,0,0.00,2400
personal injury solicitor,110000,0.00,0,0,0.00,60500
att go,301000,0.21,1,19.93,4.26,301000
accident car florida lawyer,3600,0.00,0,0,0.00,2400
google affiliate,49500,0.00,0,0,0.00,27100
at t wireless,823000,12.39,1,45.43,562.73,368000
home equity loan,201000,7.70,1,97.99,754.86,165000
mcsa boot camp,480,0.00,0,0,0.00,320
anti spam appliance,1900,0.00,0,0,0.00,720
adverse remortgage,1900,0.00,0,0,0.00,880
chicago hair laser removal,3600,0.00,0,0,0.00,2900
att conference,22200,0.00,0,0,0.00,18100
at and t,277000000,0.89,1,888.63,790.17,83100000
laser hair removal maryland,1900,0.00,0,0,0.00,1900
mesothelioma,246000,11.95,1,597.6,"7,143.13",135000
buy gift card,201000,6.05,1,350.66,"2,121.28",135000
mesotheloma,590,0.00,0,0,0.00,390
student loan consolidation program,1300,0.00,0,0,0.00,720
california law lemon,12100,0.00,0,0,0.00,9900
event management security,8100,0.00,0,0,0.00,4400
canada personals yahoo,590,0.00,0,0,0.00,320
orlando criminal attorney,3600,0.00,0,0,0.00,2900
uk homeowner loans,880,0.00,0,0,0.00,320
vioxx lawsuit,2400,0.00,0,0,0.00,1600
compare life assurance,22200,0.00,0,0,0.00,9900
criminal defense federal lawyer,2900,0.00,0,0,0.00,1900
american singles,60500,1.02,1,4.38,4.46,27100
federal criminal defense attorney,2900,0.00,0,0,0.00,2400
laser hair removal manhattan,1300,6.83,1,4.04,27.57,880
att prepaid wireless,6600,0.00,0,0,0.00,6600
fortis health insurance temporary,260,0.00,0,0,0.00,140
miami personal injury lawyer,6600,0.00,0,0,0.00,5400
hair removal chicago,4400,5.21,1,4.02,20.97,3600
at and t cell phones,110000,0.00,0,0,0.00,74000
refinance with bad credit,33100,0.00,0,0,0.00,27100
malignant mesothelioma,8100,0.00,0,0,0.00,3600
lease management software,1900,4.04,1,9.52,38.41,880
primary pulmonary hypertension,6600,0.95,1,13.1,12.41,3600
miami personal injury attorney,6600,0.00,0,0,0.00,5400
anti spam lotus notes,390,0.00,0,0,0.00,260
life insurance quotes,201000,28.19,1,153.61,"4,330.22",110000
egg credit,18100,0.00,0,0,0.00,1300
anti spam exchange server,1000,0.00,0,0,0.00,390
lemon law,165000,9.45,1,135.53,"1,280.93",135000
google adsense,1220000,0.51,1,276.81,140.02,301000
best consolidation loan student,2400,0.00,0,0,0.00,1600
refinance with poor credit,5400,4.26,1,4.49,19.12,4400
employee leasing,14800,1.95,1,11.24,21.88,12100
student loan consolidation center,480,0.00,0,0,0.00,170
buyer mortgage note,2400,0.00,0,0,0.00,1600
federal student loan consolidation,9900,0.51,1,7.88,3.99,9900
symptoms of mesothelioma,9900,7.25,1,5.06,36.67,6600
city hair laser new removal york,1600,0.00,0,0,0.00,1000
att wireless com,4400,0.73,1,6.69,4.88,4400
san diego dui lawyer,6600,0.00,0,0,0.00,5400
indiana law lemon,1600,2.47,1,5.42,13.39,1600
law lemon michigan,2400,0.00,0,0,0.00,2400
angeles criminal defense los,9900,0.00,0,0,0.00,8100
refinancing with poor credit,4400,19.73,1,5.95,117.36,3600
action class lawsuit vioxx,720,0.00,0,0,0.00,390
term life assurance,201000,0.00,0,0,0.00,165000
e loan,90500,1.02,1,4.96,5.07,22200
celebrex lawyer,1000,0.00,0,0,0.00,320
vasectomy reversal,49500,13.08,1,150.11,"1,963.23",33100
mortgage rates refinancing,22200,1.50,1,10.89,16.29,22200
attorney law lemon,6600,9.50,1,5.34,50.67,5400
consolidate student loans,60500,2.53,1,79.01,199.76,49500
home equity loans,165000,11.98,1,76.33,914.18,135000
mesothilioma,720,0.00,0,0,0.00,480
new york personal injury lawyer,22200,0.00,0,0,0.00,18100
home equity loan rates,27100,2.06,1,198.75,409.90,22200
auto insurance quotes,201000,16.99,1,3378.68,"57,406.58",165000
georgia law lemon,2900,0.00,0,0,0.00,2400
homeowner loans,22200,0.00,0,0,0.00,6600
equity loan rates,33100,24.14,1,4.06,97.96,27100
administration lease software,720,0.92,1,6.02,5.51,480
egg credit card,14800,0.00,0,0,0.00,590
student consolidation loans,135000,0.00,0,0,0.00,135000
microsoft anti spam,2400,0.00,0,0,0.00,880
mesothelioma prognosis,3600,0.00,0,0,0.00,1900
second mortgages,60500,0.00,0,0,0.00,49500
auto century insurance,9900,7.59,1,5,37.90,9900
employee florida leasing,1000,0.00,0,0,0.00,1000
federal consolidation loan,27100,0.00,0,0,0.00,22200
equity loan,246000,2.79,1,28.14,78.41,201000
personal injury attorney colorado,6600,0.00,0,0,0.00,4400
accident lawyer michigan,4400,2.12,1,8.83,18.71,3600
refinancing with bad credit,27100,4.49,1,11.54,51.81,22200
home equity line of credit rates,12100,8.04,1,5.59,44.93,9900
federal consolidation,27100,0.00,0,0,0.00,27100
non profit debt consolidation,9900,10.68,1,73.09,780.83,8100
pay per click affiliate,9900,0.44,1,4.49,1.96,4400
city hair new removal york,2400,0.00,0,0,0.00,1600
acid reflux disease diet,1300,3.63,1,43.81,158.87,720
refinance poor credit,5400,0.00,0,0,0.00,4400
equity loans,201000,8.85,1,18.57,164.36,165000
student loan consolidate,60500,0.00,0,0,0.00,49500
consolidate loans,90500,3.01,1,17.57,52.98,74000
secured loans,110000,0.00,0,0,0.00,49500
criminal lawyer new york,9900,1.15,1,8.82,10.13,8100
affiliate per click,9900,0.00,0,0,0.00,4400
chicago personal injury lawyer,12100,0.00,0,0,0.00,8100
los angeles dui lawyer,9900,11.72,1,11.5,134.82,8100
att prepaid,110000,2.00,1,207.27,414.60,110000
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,6600
critical illness insurance life,6600,0.00,0,0,0.00,1000
irs lawyer tax,3600,0.00,0,0,0.00,2900
laser hair removal new york,14800,11.59,1,25.4,294.36,12100
comcast high speed,18100,10.38,1,21.76,225.93,14800
personal yahoo,27100,0.00,0,0,0.00,12100
san diego dui attorney,6600,0.00,0,0,0.00,5400
michigan personal injury,8100,1.51,1,4.77,7.21,6600
automobile law lemon,6600,0.00,0,0,0.00,5400
cheap insurance life term,8100,27.72,1,16.95,469.70,6600
home loans refinancing,22200,11.48,1,4.03,46.25,14800
consolidate college loans,1000,0.00,0,0,0.00,880
cheap life insurance,33100,38.56,1,128.29,"4,946.50",22200
vioxx law suit,260,0.00,0,0,0.00,170
student loan refinance,14800,1.35,1,15.97,21.63,12100
car hire alicante spain,6600,0.00,0,0,0.00,880
tax attorney,135000,7.14,1,216.66,"1,546.75",110000
refinancing my home,1900,18.10,1,4.76,86.23,1600
criminal dallas lawyer,8100,0.00,0,0,0.00,6600
line of credit home equity,135000,4.97,1,19.57,97.24,110000
litigation vioxx,1600,0.00,0,0,0.00,880
at and t phones,823000,0.00,0,0,0.00,673000
criminal defense attorney los angeles,8100,0.00,0,0,0.00,6600
commodity online trading,8100,0.00,0,0,0.00,2900
home equity rates,49500,32.27,1,22.19,715.97,40500
adsense,4090000,0.24,1,782.13,186.39,673000
law lemon mass,1900,0.00,0,0,0.00,1600
equity home,450000,0.38,1,6.28,2.37,301000
arizona law lemon,1900,0.00,0,0,0.00,1600
child molestation attorney,1000,0.00,0,0,0.00,880
home line of credit,301000,0.00,0,0,0.00,201000
alicante car rental spain,6600,0.00,0,0,0.00,880
attorney defense federal,4400,0.00,0,0,0.00,3600
san diego criminal attorney,9900,0.00,0,0,0.00,8100
injury lawyer new york,27100,0.00,0,0,0.00,22200
attorney injury new personal york,22200,0.00,0,0,0.00,18100
at and t mobile,16600000,0.00,0,0,0.00,9140000
pleural mesothelioma,8100,0.00,0,0,0.00,2900
augmentation breast diego san,4400,0.00,0,0,0.00,3600
home equity poor credit,2900,0.00,0,0,0.00,2400
health insurance temporary,12100,1.40,1,6.17,8.65,9900
compensation mesothelioma,3600,0.00,0,0,0.00,880
21st century insurance,135000,24.85,1,251.92,"6,260.65",110000
cheap insurance medical,14800,7.72,1,49.56,382.44,8100
angeles criminal lawyer los,22200,0.00,0,0,0.00,18100
low cost term life insurance,2400,52.30,1,13.59,710.60,1300
home refinance loans,33100,10.35,1,10.51,108.74,22200
eloan,27100,0.00,0,0,0.00,18100
life insurance quote,201000,9.05,1,358.64,"3,245.08",110000
cheap life assurance,33100,0.00,0,0,0.00,18100
